Protein.ID,Sum.of.peptides.used.for.identification.across.all.four.LOPIT.experiments,LOPIT1_Protein.mascot.score,LOPIT1_No.of.distinct.peptides.identified,LOPIT1A_No.Of.MSMS.spectra.quantified,LOPIT1A_114,LOPIT1A_115,LOPIT1A_116,LOPIT1A_117,LOPIT1B_No.Of.MSMS.spectra.quantified,LOPIT1B_114,LOPIT1B_115,LOPIT1B_116,LOPIT1B_117,LOPIT2_Protein.mascot.score,LOPI2_No.of.distinct.peptides.identified,LOPIT2A_No.Of.MSMS.spectra.quantified,LOPIT2A_114,LOPIT2A_115,LOPIT2A_116,LOPIT2A_117,LOPIT2B_No.Of.MSMS.spectra.quantified,LOPIT2B_114,LOPIT2B_115,LOPIT2B_116,LOPIT2B_117,LOPIT3_Protein.mascot.score,LOPI3_No.of.distinct.peptides.identified,LOPIT3A_No.Of.MSMS.spectra.quantified,LOPIT3A_114,LOPIT3A_115,LOPIT3A_116,LOPIT3A_117,LOPIT3B_No.Of.MSMS.spectra.quantified,LOPIT3B_114,LOPIT3B_115,LOPIT3B_116,LOPIT3B_117,LOPIT4_Protein.mascot.score,LOPIT4_No.of.distinct.peptides.identified,LOPIT4A_No.Of.MSMS.spectra.quantified,LOPIT4A_114,LOPIT4A_115,LOPIT4A_116,LOPIT4A_117,LOPIT4B_No.Of.MSMS.spectra.quantified,LOPIT4B_114,LOPIT4B_115,LOPIT4B_116,LOPIT4B_117
AT1G67330,5,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,135.6,3,3,0.0555,0.328,0.3765,0.2395,6,0.0971428571,0.3064285714,0.3567142857,0.2395714286,66.18,2,5,0.1188333333,0.2063333333,0.3401666667,0.3345,5,0.128125,0.325125,0.226125,0.321,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA
AT5G17630,5,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,126.24,3,5,0.0734,0.1678,0.3544,0.4044,1,0.082,0.419,0.156,0.343,77.92,2,6,0.1508333333,0.2288333333,0.3041666667,0.3156666667,7,0.1285714286,0.2014285714,0.3328571429,0.3368571429
AT3G18370,5,125.34,3,4,0.2525,0.311,0.22475,0.21175,3,0.394,0.2313333333,0.1896666667,0.1853333333,78.27,2,2,0.196,0.3455,0.263,0.1955,9,0.2752222222,0.2918888889,0.217,0.2157777778,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA
AT4G38500,5,82.18,2,3,0.132,0.247,0.306,0.315,5,0.1038333333,0.2298333333,0.3616666667,0.3041666667,130.91,3,4,0.0663333333,0.2638333333,0.41,0.2596666667,5,0.084,0.2753333333,0.3876666667,0.253,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA
AT2G03240,5,119.77,2,2,0.1418,0.3108,0.3114,0.2354,3,0.1556666667,0.313,0.28,0.251,131.02,3,1,0.105,0.251,0.364,0.28,10,0.1225833333,0.29525,0.3445,0.238,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA
AT4G01210,5,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,71.61,2,2,0.157,0.2305,0.376,0.2365,7,0.1248571429,0.2452857143,0.3655714286,0.2642857143,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,130.17,3,6,0.27,0.2508333333,0.242,0.2371666667,1,0.181,0.298,0.266,0.255
AT5G20830,5,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,91.43,2,3,0.3906666667,0.1433333333,0.1873333333,0.2786666667,2,0.433,0.155,0.214,0.1975,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,136.88,3,6,0.2588571429,0.2382857143,0.2542857143,0.2487142857,5,0.2934,0.1962,0.257,0.2536
AT2G04400,5,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,78.92,2,1,0.336,0.187,0.235,0.243,2,0.1146666667,0.321,0.296,0.2683333333,125.64,3,8,0.137875,0.216625,0.309,0.336875,4,0.16,0.22425,0.30225,0.31425
AT3G03050,5,84.94,2,3,0.1076666667,0.2783333333,0.3123333333,0.302,1,0.134,0.32,0.291,0.255,117.7,3,3,0.063,0.3266666667,0.332,0.2783333333,8,0.090125,0.31275,0.33,0.267,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA
AT5G05670,5,121.61,2,5,0.20875,0.265875,0.24675,0.278125,7,0.2903,0.2652,0.2196,0.2247,168.58,3,2,0.2065,0.3755,0.2335,0.1845,1,0.198,0.313,0.221,0.268,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA
AT3G10920,5,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,169.37,3,6,0.0991666667,0.1458333333,0.2301666667,0.5251666667,1,0.077,0.336,0.12,0.467,133.16,2,5,0.1742,0.1646,0.2438,0.4168,3,0.1985,0.16475,0.2455,0.39125
AT1G63010,5,85.08,2,1,0.499,0.193,0.136,0.172,4,0.5205,0.15025,0.14625,0.18275,143.59,3,4,0.52275,0.16075,0.153,0.16325,6,0.4568333333,0.154,0.1871666667,0.2021666667,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA
AT4G38580,5,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,102.39,2,1,0.422,0.179,0.214,0.185,2,0.2403333333,0.2286666667,0.2696666667,0.2613333333,129.51,3,7,0.2085714286,0.2281428571,0.2704285714,0.2922857143,4,0.20475,0.21725,0.304,0.2735
AT5G10730,5,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,105.38,2,1,0.173,0.167,0.241,0.418,3,0.1492,0.2822,0.233,0.3362,127.92,3,7,0.214,0.2071428571,0.2611428571,0.3174285714,2,0.2585,0.188,0.252,0.3015
AT2G22530,5,192.18,4,2,0.2475,0.333,0.219,0.2005,8,0.360875,0.25775,0.197625,0.18375,66.35,1,1,0.223,0.394,0.214,0.169,1,0.245,0.325,0.294,0.137,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA
AT3G27080,5,144.55,3,5,0.1282,0.1988,0.309,0.3642,1,0.033,0.167,0.341,0.459,115.68,2,3,0.067,0.1456666667,0.3283333333,0.4593333333,3,0.1163333333,0.17,0.2763333333,0.4373333333,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA
AT3G08030,5,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,95.41,2,1,0.19,0.248,0.252,0.31,3,0.1406,0.3004,0.2832,0.2754,109.88,3,7,0.2622857143,0.2245714286,0.2608571429,0.2522857143,1,0.23,0.228,0.278,0.264
AT4G30996,5,102.05,2,1,0.125,0.2,0.334,0.34,3,0.153,0.19,0.344,0.313,138.86,3,1,0.068,0.193,0.477,0.261,7,0.0865714286,0.2532857143,0.3714285714,0.2888571429,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA
AT2G06010,5,93.21,2,1,0.047,0.106,0.291,0.556,1,0.052,0.106,0.348,0.494,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,126.13,3,4,0.1426,0.2562,0.3174,0.2834,5,0.1233333333,0.2223333333,0.3451666667,0.3088333333
AT2G38840,5,122.98,3,2,0.118,0.1846666667,0.352,0.3456666667,2,0.092,0.1935,0.3825,0.332,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,78.42,2,4,0.234,0.28375,0.238,0.24425,3,0.2493333333,0.216,0.2843333333,0.2503333333
AT4G30580,5,64.03,2,1,0.103,0.193,0.301,0.402,1,0.108,0.169,0.287,0.436,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,172.45,3,7,0.201,0.2314285714,0.2945714286,0.2727142857,2,0.195,0.21,0.32,0.275
AT5G04060,5,130.04,3,4,0.07975,0.33775,0.3315,0.25075,3,0.1283333333,0.317,0.3006666667,0.2533333333,93.5,2,1,0.081,0.378,0.368,0.173,3,0.114,0.3293333333,0.3093333333,0.2473333333,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA
AT2G04940,5,124.97,3,3,0.134,0.1736666667,0.278,0.4143333333,4,0.12025,0.165,0.29825,0.4165,105.15,2,1,0.066,0.179,0.317,0.438,2,0.086,0.168,0.3105,0.4355,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA
AT4G11420,5,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,87.72,2,2,0.204,0.2245,0.2605,0.311,2,0.151,0.2643333333,0.2703333333,0.3146666667,156.37,3,3,0.21,0.186,0.2433333333,0.361,3,0.2433333333,0.1746666667,0.2483333333,0.3336666667
AT5G42590,5,104.38,3,2,0.2435,0.3115,0.2165,0.2275,3,0.32975,0.2315,0.211,0.228,99.39,2,1,0.159,0.314,0.312,0.215,3,0.2,0.2813333333,0.2846666667,0.2343333333,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA
AT1G64880,5,79.35,2,2,0.1365,0.2485,0.3155,0.2995,1,0.117,0.227,0.309,0.347,123.3,3,2,0.1995,0.329,0.2695,0.201,4,0.1225,0.303,0.28775,0.2865,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA
AT3G08680,5,52.23,1,2,0.159,0.304,0.2585,0.279,1,0.162,0.191,0.299,0.348,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,189.58,4,5,0.221,0.2392,0.257,0.2826,1,0.295,0.179,0.232,0.294
AT2G33630,5,99.1,2,1,0.17,0.292,0.248,0.29,5,0.3638333333,0.2381666667,0.2221666667,0.1756666667,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,117.76,3,1,0.268,0.273,0.249,0.21,2,0.2183333333,0.2426666667,0.3113333333,0.2276666667,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA
AT3G07480,5,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,141.46,3,2,0.1123333333,0.1716666667,0.246,0.47,2,0.0926666667,0.3363333333,0.224,0.347,99.29,2,2,0.182,0.1846666667,0.255,0.3776666667,3,0.1706666667,0.1586666667,0.2866666667,0.3843333333
AT1G05070,5,179.14,3,3,0.1285,0.233,0.298,0.341,3,0.202,0.1933333333,0.3293333333,0.2753333333,99.96,2,1,0.099,0.218,0.423,0.26,2,0.0735,0.209,0.3445,0.373,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA
AT1G76270,5,139.17,3,3,0.2756666667,0.245,0.2163333333,0.2623333333,2,0.1586666667,0.1993333333,0.335,0.307,108.69,2,1,0.082,0.2,0.446,0.272,3,0.089,0.2,0.4276666667,0.283,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA
AT2G37050,5,113.51,2,2,0.1795,0.318,0.2315,0.271,4,0.236,0.2545,0.24275,0.26625,155.19,3,1,0.144,0.223,0.287,0.346,2,0.15,0.2556666667,0.2536666667,0.3406666667,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA
AT5G64970,5,138.41,3,2,0.0775,0.133,0.2695,0.52,3,0.0916666667,0.1273333333,0.3613333333,0.4193333333,109.69,2,3,0.147,0.239,0.248,0.3653333333,1,0.07,0.095,0.369,0.466,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA
AT1G10510,5,115.41,3,3,0.0866666667,0.164,0.232,0.517,2,0.1085,0.169,0.3355,0.387,91.59,2,2,0.0685,0.1345,0.2875,0.51,2,0.092,0.189,0.336,0.3835,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA
AT4G09580,5,95.48,2,2,0.254,0.3025,0.2425,0.201,1,0.332,0.258,0.228,0.182,126.12,3,2,0.2395,0.329,0.271,0.161,4,0.257,0.31475,0.23375,0.1945,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA
AT3G17440,5,60.73,1,1,0.22,0.278,0.224,0.277,1,0.221,0.23,0.22,0.33,201.19,4,3,0.119,0.231,0.27,0.38,3,0.1516666667,0.2233333333,0.2846666667,0.3403333333,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA
AT2G31060,5,92.1,2,4,0.11475,0.218,0.3145,0.35275,2,0.083,0.2435,0.3365,0.338,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,129.25,3,1,0.114,0.191,0.246,0.449,1,0.124,0.302,0.181,0.393,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA
AT5G47420,5,84.66,2,2,0.3125,0.305,0.1975,0.184,3,0.4126666667,0.2023333333,0.195,0.19,146.12,3,1,0.207,0.19,0.227,0.376,2,0.2735,0.3315,0.2235,0.1715,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA
AT5G41260,5,86.73,2,2,0.203,0.3535,0.209,0.234,2,0.284,0.2355,0.226,0.255,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,112,3,2,0.251,0.229,0.2625,0.2575,2,0.163,0.1945,0.304,0.339
AT5G04930,5,90.68,2,1,0.235,0.282,0.227,0.256,1,0.247,0.26,0.245,0.248,140.08,3,1,0.167,0.23,0.273,0.329,4,0.206,0.23025,0.2755,0.28825,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA
AT5G50200,5,48.04,1,1,0.226,0.314,0.232,0.228,1,0.329,0.202,0.223,0.246,187.44,4,2,0.1815,0.2845,0.294,0.239,3,0.1963333333,0.2913333333,0.2756666667,0.2366666667,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA
AT5G09400,5,101.18,2,2,0.5515,0.181,0.1205,0.1475,1,0.572,0.136,0.127,0.166,127.84,3,1,0.517,0.184,0.145,0.154,3,0.5196666667,0.1426666667,0.157,0.1806666667,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA
AT4G10790,5,123.53,2,3,0.218,0.235,0.2473333333,0.2996666667,3,0.256,0.2163333333,0.2326666667,0.2946666667,57.42,1,0,NA,NA,NA,NA,2,0.181,0.2095,0.271,0.339,80.69,2,0,NA,NA,NA,NA,2,0.22,0.26,0.2945,0.2255,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA
AT3G01380,5,74.62,2,1,0.315,0.315,0.204,0.166,2,0.4165,0.2205,0.199,0.1645,140.35,3,1,0.165,0.284,0.271,0.281,2,0.282,0.3095,0.2085,0.2005,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA
AT2G26510,5,117.22,3,1,0.182,0.302,0.255,0.261,2,0.2603333333,0.2676666667,0.2413333333,0.2306666667,87.57,2,1,0.144,0.248,0.322,0.286,2,0.223,0.245,0.258,0.274,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA
AT5G45280,5,98.24,2,2,0.154,0.2955,0.278,0.272,2,0.202,0.232,0.252,0.314,170.13,3,1,0.162,0.226,0.285,0.328,1,0.186,0.279,0.277,0.258,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA
AT3G13410,5,90.56,2,2,0.257,0.3125,0.2265,0.204,1,0.421,0.193,0.203,0.183,156.19,3,1,0.211,0.242,0.287,0.259,2,0.292,0.335,0.212,0.161,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA
AT2G13560,5,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,100.46,2,1,0.056,0.135,0.171,0.637,1,0.099,0.431,0.198,0.271,136.07,3,3,0.165,0.1773333333,0.2483333333,0.4096666667,1,0.228,0.159,0.25,0.363
AT5G16130,5,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,76.45,2,1,0.177,0.155,0.258,0.41,1,0.153,0.154,0.198,0.494,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,114.75,3,2,0.256,0.184,0.2515,0.308,1,0.409,0.16,0.201,0.231
AT3G55850,5,54.5,1,1,0.273,0.278,0.241,0.207,2,0.2783333333,0.2273333333,0.2293333333,0.266,147.64,3,2,0.223,0.344,0.249,0.1845,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,71.71,1,2,0.325,0.2355,0.239,0.2005,0,NA,NA,NA,NA
AT1G64385,5,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,88.59,2,0,NA,NA,NA,NA,2,0.1185,0.2695,0.375,0.237,94.14,2,2,0.0865,0.279,0.3675,0.2665,0,NA,NA,NA,NA,57.34,1,2,0.2125,0.2985,0.2865,0.2025,1,0.095,0.325,0.308,0.271
AT2G38750,5,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,59.05,1,0,NA,NA,NA,NA,3,0.2006,0.2608,0.2736,0.2654,200.15,4,8,0.233375,0.23275,0.264375,0.2695,7,0.2824285714,0.1714285714,0.2691428571,0.277
AT4G32285,5,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,89.02,2,3,0.2666666667,0.22,0.2236666667,0.2893333333,7,0.2052,0.2619,0.2985,0.2342,111.02,3,4,0.21125,0.25725,0.267,0.26425,0,NA,NA,NA,NA
AT1G34430,5,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,99.41,2,2,0.159,0.205,0.279,0.3565,0,NA,NA,NA,NA,128.58,3,6,0.1613333333,0.207,0.3006666667,0.331,4,0.15725,0.2115,0.29525,0.336
AT4G12290,5,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,96.9,2,1,0.175,0.256,0.299,0.27,0,NA,NA,NA,NA,111.87,3,5,0.183,0.2598333333,0.2995,0.2575,2,0.3095,0.2115,0.236,0.2435
AT5G23740,5,85.06,2,0,NA,NA,NA,NA,1,0.35,0.152,0.194,0.304,159.51,3,3,0.213,0.1525,0.177,0.457,4,0.187,0.13025,0.1955,0.487,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA
AT4G20840,5,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,98.76,2,0,NA,NA,NA,NA,1,0.179,0.27,0.272,0.279,160.74,3,4,0.22775,0.2495,0.2615,0.26075,2,0.186,0.2345,0.2915,0.2875
AT3G15660,5,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,54.47,1,0,NA,NA,NA,NA,3,0.09275,0.29075,0.1955,0.4205,214.98,4,3,0.1016666667,0.141,0.258,0.4993333333,3,0.1656666667,0.1706666667,0.287,0.3763333333
AT1G55930,5,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,88.33,2,1,0.12,0.176,0.236,0.467,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,158.75,3,2,0.1555,0.2,0.317,0.3275,4,0.1522,0.1924,0.3198,0.3356
AT2G44530,5,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,79.48,2,0,NA,NA,NA,NA,2,0.0766666667,0.3713333333,0.218,0.335,118.68,3,5,0.1924,0.2102,0.3012,0.296,1,0.219,0.231,0.29,0.259
AT5G48380,5,96.36,2,0,NA,NA,NA,NA,4,0.198,0.2205,0.28425,0.297,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,108.77,3,5,0.2038,0.228,0.2672,0.3006,1,0.174,0.21,0.324,0.292
AT1G04270,5,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,162.11,3,2,0.1915,0.131,0.178,0.4995,0,NA,NA,NA,NA,121.13,2,4,0.18625,0.175,0.24175,0.39725,1,0.195,0.157,0.303,0.346
AT3G60245,5,136.57,3,2,0.2963333333,0.2873333333,0.217,0.1993333333,3,0.3476,0.232,0.231,0.1886,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,76.57,2,5,0.297,0.1882,0.2158,0.299,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA
AT3G52640,5,76.04,2,4,0.26975,0.26725,0.23425,0.228,1,0.343,0.288,0.204,0.165,138.49,3,0,NA,NA,NA,NA,5,0.2778,0.2614,0.2716,0.189,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA
AT5G09510,5,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,158.55,3,2,0.2035,0.126,0.183,0.4875,0,NA,NA,NA,NA,121.82,2,3,0.2033333333,0.185,0.235,0.3763333333,2,0.297,0.1375,0.239,0.3265
AT1G75680,5,48.81,1,0,NA,NA,NA,NA,4,0.25775,0.24475,0.23525,0.2625,180.63,4,3,0.1583333333,0.22,0.3003333333,0.3216666667,2,0.1515,0.22,0.3215,0.307,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA
AT4G17430,5,79.05,2,2,0.129,0.3195,0.2725,0.279,2,0.13,0.2455,0.3565,0.268,117.95,3,0,NA,NA,NA,NA,7,0.0817777778,0.3285555556,0.3521111111,0.2372222222,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA
AT1G66970,5,97.36,2,2,0.1335,0.2865,0.2935,0.287,2,0.298,0.188,0.242,0.272,124.09,3,0,NA,NA,NA,NA,4,0.14075,0.214,0.2925,0.35225,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA
AT1G48200,5,109.94,2,0,NA,NA,NA,NA,4,0.1504,0.2106,0.2804,0.3586,161.48,3,1,0.078,0.19,0.314,0.418,3,0.0923333333,0.1856666667,0.324,0.398,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA
AT5G10610,5,125.95,2,0,NA,NA,NA,NA,1,0.318,0.308,0.2,0.174,127.56,3,2,0.2565,0.329,0.237,0.1775,1,0.274,0.306,0.236,0.184,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA
AT5G62890,5,77.39,2,1,0.239,0.264,0.243,0.254,2,0.352,0.207,0.2305,0.2105,123.63,3,0,NA,NA,NA,NA,1,0.253,0.255,0.263,0.229,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA
AT2G34480,5,106.16,2,2,0.311,0.257,0.209,0.2235,1,0.433,0.168,0.216,0.183,140.28,3,0,NA,NA,NA,NA,1,0.252,0.209,0.232,0.307,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA
AT3G25220,5,121.62,2,1,0.287,0.31,0.222,0.181,1,0.422,0.198,0.198,0.183,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,165.43,3,1,0.259,0.306,0.265,0.17,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA
AT2G38940,5,81.57,2,0,NA,NA,NA,NA,2,0.256,0.2115,0.25,0.2825,128.4,3,1,0.136,0.233,0.273,0.358,1,0.11,0.195,0.341,0.354,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA
AT1G18630,5,97,2,0,NA,NA,NA,NA,2,0.057,0.2875,0.3745,0.2815,160.51,3,0,NA,NA,NA,NA,3,0.0546666667,0.2486666667,0.406,0.2903333333,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA
AT1G66250,5,83.67,2,0,NA,NA,NA,NA,4,0.3104,0.228,0.207,0.2542,151.45,3,0,NA,NA,NA,NA,2,0.1925,0.236,0.258,0.3135,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA
AT3G06310,5,95.77,2,0,NA,NA,NA,NA,5,0.0814,0.1654,0.3568,0.3968,114.48,3,0,NA,NA,NA,NA,1,0.048,0.126,0.339,0.486,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA
AT3G20410,5,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,84.66,2,1,0.194,0.225,0.263,0.318,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,146.22,3,0,NA,NA,NA,NA,1,0.153,0.237,0.32,0.29
