Protein.ID,Sum.of.peptides.used.for.identification.across.all.four.LOPIT.experiments,LOPIT1_Protein.mascot.score,LOPIT1_No.of.distinct.peptides.identified,LOPIT1A_No.Of.MSMS.spectra.quantified,LOPIT1A_114,LOPIT1A_115,LOPIT1A_116,LOPIT1A_117,LOPIT1B_No.Of.MSMS.spectra.quantified,LOPIT1B_114,LOPIT1B_115,LOPIT1B_116,LOPIT1B_117,LOPIT2_Protein.mascot.score,LOPI2_No.of.distinct.peptides.identified,LOPIT2A_No.Of.MSMS.spectra.quantified,LOPIT2A_114,LOPIT2A_115,LOPIT2A_116,LOPIT2A_117,LOPIT2B_No.Of.MSMS.spectra.quantified,LOPIT2B_114,LOPIT2B_115,LOPIT2B_116,LOPIT2B_117,LOPIT3_Protein.mascot.score,LOPI3_No.of.distinct.peptides.identified,LOPIT3A_No.Of.MSMS.spectra.quantified,LOPIT3A_114,LOPIT3A_115,LOPIT3A_116,LOPIT3A_117,LOPIT3B_No.Of.MSMS.spectra.quantified,LOPIT3B_114,LOPIT3B_115,LOPIT3B_116,LOPIT3B_117,LOPIT4_Protein.mascot.score,LOPIT4_No.of.distinct.peptides.identified,LOPIT4A_No.Of.MSMS.spectra.quantified,LOPIT4A_114,LOPIT4A_115,LOPIT4A_116,LOPIT4A_117,LOPIT4B_No.Of.MSMS.spectra.quantified,LOPIT4B_114,LOPIT4B_115,LOPIT4B_116,LOPIT4B_117
AT1G72750,6,114.39,2,6,0.08525,0.175125,0.296625,0.4435,3,0.073,0.2118,0.3062,0.4094,221.77,4,1,0.017,0.126,0.364,0.493,4,0.0541428571,0.1824285714,0.3062857143,0.4568571429,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA
AT1G12310,6,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,130.14,3,1,0.257,0.226,0.246,0.27,4,0.1622222222,0.2796666667,0.2928888889,0.265,149.66,3,5,0.237,0.2283333333,0.2776666667,0.2566666667,4,0.24575,0.208,0.2915,0.2545
AT5G43600,6,56.94,1,1,0.155,0.201,0.269,0.375,1,0.474,0.197,0.166,0.163,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,210.23,5,4,0.28775,0.249,0.24975,0.21275,8,0.2027692308,0.2431538462,0.3322307692,0.2219230769,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA
AT4G33120,6,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,82.63,2,1,0.168,0.239,0.27,0.323,2,0.1768571429,0.2257142857,0.3131428571,0.2842857143,164.92,4,7,0.2498333333,0.23,0.2451666667,0.2755,3,0.2613333333,0.208,0.2743333333,0.2563333333
AT2G39480,6,135.46,2,4,0.1882,0.3004,0.2396,0.2722,2,0.2936666667,0.225,0.228,0.2536666667,170.15,4,4,0.1703333333,0.2631666667,0.2815,0.285,3,0.174,0.2144,0.316,0.2958,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA
AT2G41770,6,77.21,2,2,0.1135,0.2915,0.283,0.3125,2,0.111,0.254,0.3105,0.3245,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,173.3,4,8,0.187,0.26825,0.283375,0.2615,1,0.181,0.226,0.318,0.275
AT5G58970,6,91,2,1,0.256,0.28,0.227,0.237,2,0.2893333333,0.1856666667,0.2816666667,0.243,189.32,4,6,0.159625,0.262625,0.348375,0.229375,4,0.1195,0.26775,0.33975,0.273,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA
AT1G22200,6,139.94,3,2,0.273,0.305,0.2435,0.1785,5,0.3834,0.2374,0.206,0.1734,137.37,3,2,0.2445,0.3775,0.246,0.1315,4,0.30375,0.3155,0.21425,0.166,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA
AT3G59280,6,81.7,2,2,0.1005,0.218,0.293,0.3885,2,0.089,0.1975,0.2945,0.4195,168.23,4,1,0.081,0.133,0.33,0.456,8,0.065375,0.18725,0.336375,0.411125,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA
AT4G31140,6,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,73.06,2,1,0.101,0.16,0.258,0.48,3,0.1663333333,0.2136666667,0.2656666667,0.3546666667,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,159.69,4,4,0.2238,0.2256,0.2738,0.2772,4,0.2002,0.2124,0.3004,0.287
AT1G45170,6,220.53,4,2,0.0496666667,0.1136666667,0.275,0.5616666667,5,0.0591666667,0.1241666667,0.3658333333,0.4511666667,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,73.49,2,4,0.15275,0.235,0.31475,0.29775,1,0.111,0.221,0.367,0.301
AT2G45200,6,101.05,2,2,0.1465,0.2075,0.3295,0.3165,1,0.069,0.245,0.367,0.32,184.55,4,2,0.088,0.181,0.448,0.2825,7,0.079875,0.227125,0.406625,0.286125,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA
AT3G10370,6,94.29,2,1,0.145,0.207,0.284,0.364,3,0.112,0.2213333333,0.306,0.3606666667,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,172.95,4,7,0.1745714286,0.1928571429,0.2601428571,0.3725714286,1,0.193,0.199,0.274,0.334
AT3G16620,6,137.4,3,3,0.06675,0.1225,0.31525,0.49575,2,0.047,0.121,0.3725,0.4595,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,123.27,3,6,0.1946666667,0.2276666667,0.3043333333,0.2735,1,0.14,0.241,0.33,0.288
AT1G48830,6,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,145.21,3,2,0.1716666667,0.14,0.245,0.4426666667,2,0.1485,0.1765,0.2395,0.4355,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,131.3,3,5,0.175,0.1888,0.2466,0.3896,3,0.2193333333,0.176,0.2823333333,0.3223333333
AT1G21480,6,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,119.49,3,1,0.057,0.247,0.417,0.279,7,0.08025,0.251125,0.394,0.274375,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,140.1,3,3,0.1683333333,0.2946666667,0.3243333333,0.2123333333,1,0.12,0.292,0.299,0.289
AT3G58840,6,152.14,3,1,0.043,0.157,0.328,0.472,4,0.15875,0.1965,0.29025,0.355,139.12,3,2,0.059,0.165,0.324,0.4525,4,0.076,0.18375,0.30825,0.432,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA
AT1G53760,6,73.91,2,2,0.079,0.1945,0.307,0.4195,3,0.077,0.196,0.3163333333,0.4106666667,177.14,4,1,0.067,0.156,0.322,0.455,4,0.0695,0.183,0.3235,0.4245,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA
AT5G07300,6,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,139.93,3,1,0.314,0.199,0.222,0.264,3,0.2053333333,0.2133333333,0.2806666667,0.3003333333,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,123.49,3,4,0.19575,0.24225,0.286,0.27575,2,0.2625,0.2295,0.261,0.2475
AT4G39980,6,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,186.97,4,2,0.1375,0.192,0.2575,0.413,1,0.125,0.309,0.233,0.332,85.2,2,4,0.17225,0.206,0.27625,0.34525,2,0.172,0.1705,0.31,0.3475
AT5G14590,6,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,139.48,3,2,0.0985,0.1985,0.252,0.4515,1,0.077,0.329,0.27,0.323,134.74,3,2,0.1506666667,0.1916666667,0.2786666667,0.38,4,0.1844,0.2132,0.2726,0.3296
AT2G43750,6,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,104.03,3,2,0.2083333333,0.215,0.269,0.307,2,0.1425,0.3105,0.237,0.31,132.12,3,3,0.176,0.2216,0.2822,0.3196,2,0.17,0.235,0.2745,0.32
AT4G31700,6,181.85,3,3,0.285,0.213,0.219,0.2833333333,3,0.2773333333,0.2396666667,0.209,0.274,140.12,3,1,0.207,0.149,0.167,0.477,2,0.145,0.202,0.1925,0.46,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA
AT1G63050,6,158.16,3,2,0.217,0.2935,0.233,0.2565,2,0.3116666667,0.3033333333,0.193,0.192,158.91,3,1,0.255,0.384,0.222,0.139,3,0.22475,0.33325,0.23225,0.209,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA
AT2G35720,6,136.93,3,4,0.16575,0.28775,0.24125,0.30525,2,0.09,0.18,0.2825,0.447,159.55,3,1,0.067,0.192,0.324,0.417,1,0.072,0.184,0.312,0.432,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA
AT5G10780,6,113.74,2,5,0.2944,0.3016,0.213,0.1912,2,0.3745,0.2375,0.1885,0.2,100.01,2,3,0.206,0.314,0.238,0.2423333333,0,NA,NA,NA,NA,72.87,2,1,0.206,0.323,0.274,0.197,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA
AT3G11730,6,167.68,3,1,0.292,0.271,0.234,0.203,2,0.3075,0.2705,0.217,0.205,180.42,3,1,0.193,0.265,0.276,0.266,3,0.15725,0.268,0.2995,0.27525,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA
AT5G47180,6,130.29,3,2,0.297,0.339,0.197,0.167,5,0.387,0.2346,0.2032,0.1754,84.41,2,0,NA,NA,NA,NA,1,0.304,0.265,0.251,0.18,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,55.76,1,2,0.325,0.1975,0.236,0.241,0,NA,NA,NA,NA
AT4G37270,6,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,129.6,3,1,0.116,0.104,0.246,0.533,0,NA,NA,NA,NA,57.68,1,1,0.08,0.172,0.306,0.442,0,NA,NA,NA,NA,91.78,2,5,0.1664,0.2118,0.3172,0.3046,2,0.187,0.2275,0.291,0.2945
AT5G41600,6,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,134.53,3,2,0.223,0.3655,0.263,0.1485,1,0.253,0.297,0.306,0.144,135.97,3,3,0.323,0.2166666667,0.2533333333,0.2066666667,1,0.378,0.199,0.204,0.219
AT1G01820,6,126.08,3,1,0.11,0.206,0.292,0.391,3,0.103,0.2143333333,0.2936666667,0.389,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,172.87,3,1,0.112,0.213,0.295,0.381,1,0.127,0.241,0.341,0.291
AT1G43130,6,100.17,2,3,0.111,0.272,0.3726666667,0.2446666667,2,0.0735,0.4575,0.2855,0.183,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,68.46,2,0,NA,NA,NA,NA,1,0.076,0.312,0.325,0.287,126.8,2,9,0.2322222222,0.3062222222,0.2594444444,0.2021111111,0,NA,NA,NA,NA
AT1G56423,6,135.78,3,2,0.3,0.2915,0.2145,0.194,2,0.4125,0.245,0.1735,0.168,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,109.11,2,1,0.249,0.336,0.248,0.167,0,NA,NA,NA,NA,60.92,1,2,0.472,0.212,0.1675,0.1485,0,NA,NA,NA,NA
AT5G22360,6,96.84,2,2,0.394,0.2225,0.1815,0.201,2,0.5215,0.1395,0.133,0.207,82.17,2,0,NA,NA,NA,NA,1,0.311,0.242,0.275,0.173,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,84.74,2,0,NA,NA,NA,NA,2,0.227,0.2095,0.2785,0.284
AT3G59350,6,73.12,2,0,NA,NA,NA,NA,2,0.269,0.241,0.2075,0.282,89.75,2,1,0.141,0.235,0.299,0.325,2,0.1765,0.201,0.3025,0.32,73.03,2,1,0.278,0.199,0.265,0.258,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA
AT1G64330,6,48.36,1,2,0.365,0.2395,0.202,0.1935,1,0.495,0.154,0.159,0.193,134.8,3,2,0.5385,0.1585,0.1455,0.1575,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,86.43,2,0,NA,NA,NA,NA,1,0.563,0.124,0.163,0.151
AT5G19510,6,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,88.11,2,4,0.5662,0.1332,0.1356,0.165,0,NA,NA,NA,NA,220.83,4,6,0.2975555556,0.2061111111,0.2491111111,0.2473333333,11,0.4926923077,0.1394615385,0.188,0.18
AT5G65720,6,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,53.21,1,0,NA,NA,NA,NA,1,0.103,0.284,0.22,0.392,234.54,5,11,0.1722307692,0.2141538462,0.2590769231,0.3544615385,4,0.17875,0.19975,0.2755,0.34625
AT5G15350,6,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,177.05,4,9,0.2038,0.2207333333,0.2503333333,0.3247333333,0,NA,NA,NA,NA,91.73,2,8,0.2176923077,0.2183846154,0.2797692308,0.2843076923,7,0.186,0.2104166667,0.308,0.2954166667
AT1G04410,6,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,78.81,2,0,NA,NA,NA,NA,2,0.2405,0.256,0.258,0.245,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,161.26,4,4,0.25,0.2225,0.26375,0.264,10,0.3866,0.164,0.2277,0.2219
AT3G24830,6,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,126.39,3,5,0.2566,0.2188,0.2104,0.314,6,0.2676666667,0.225,0.2098333333,0.2973333333,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,120.23,3,0,NA,NA,NA,NA,1,0.305,0.169,0.27,0.255
AT5G07350,6,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,113.03,2,1,0.295,0.201,0.226,0.279,0,NA,NA,NA,NA,194.43,4,3,0.2236666667,0.232,0.2636666667,0.28,4,0.305,0.17375,0.242,0.2785
AT5G43060,6,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,51.45,1,1,0.36,0.235,0.205,0.2,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,246.88,5,4,0.2932,0.2356,0.252,0.2194,3,0.3016666667,0.2053333333,0.2493333333,0.2436666667
AT5G02590,6,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,122.8,3,1,0.146,0.255,0.245,0.354,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,150.59,3,6,0.1703333333,0.2233333333,0.3345,0.2718333333,1,0.192,0.215,0.338,0.254
AT3G02560,6,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,143.49,3,3,0.2376666667,0.1913333333,0.2143333333,0.3563333333,3,0.167,0.2324,0.2552,0.3454,118.14,3,2,0.237,0.1805,0.242,0.3395,0,NA,NA,NA,NA
AT1G79820,6,68.22,2,0,NA,NA,NA,NA,3,0.2743333333,0.2123333333,0.268,0.2453333333,162.65,4,3,0.1173333333,0.2163333333,0.3876666667,0.2783333333,2,0.124,0.2155,0.348,0.312,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA
AT1G77130,6,77.96,2,3,0.1546,0.2036,0.3352,0.3066,0,NA,NA,NA,NA,201.97,4,1,0.059,0.126,0.485,0.33,3,0.06,0.14525,0.4785,0.31675,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA
AT1G16900,6,165.48,3,2,0.165,0.3946666667,0.231,0.21,2,0.376,0.2572,0.1944,0.1724,136.65,3,0,NA,NA,NA,NA,5,0.2912,0.3306,0.2367,0.1412,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA
AT2G27710,6,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,145.8,3,0,NA,NA,NA,NA,1,0.279,0.231,0.262,0.228,136.65,3,1,0.256,0.216,0.245,0.284,1,0.423,0.156,0.201,0.22
AT3G46290,6,105.99,2,1,0.154,0.294,0.279,0.272,1,0.182,0.277,0.32,0.22,180.74,4,0,NA,NA,NA,NA,4,0.18675,0.23725,0.257,0.3195,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA
AT5G25940,6,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,88.15,2,0,NA,NA,NA,NA,3,0.021,0.1586666667,0.331,0.4893333333,93.4,2,1,0.157,0.195,0.248,0.4,0,NA,NA,NA,NA,96.89,2,2,0.1925,0.1385,0.261,0.4085,0,NA,NA,NA,NA
AT1G19710,6,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,192.2,4,0,NA,NA,NA,NA,1,0.161,0.193,0.359,0.288,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,96.38,2,0,NA,NA,NA,NA,1,0.153,0.261,0.308,0.278
AT2G04170,6,87.52,2,1,0.243,0.237,0.223,0.298,0,NA,NA,NA,NA,210.83,4,0,NA,NA,NA,NA,2,0.1775,0.199,0.2465,0.377,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA
AT3G22360,6,82.55,2,4,0.067,0.19675,0.294,0.4425,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,196.4,4,2,0.157,0.191,0.2575,0.395,0,NA,NA,NA,NA
AT2G38360,5,74.75,1,1,0.126,0.298,0.297,0.279,1,0.138,0.265,0.318,0.279,63.44,1,2,0.0715,0.322,0.3655,0.241,2,0.106,0.2915,0.342,0.2605,95.33,2,3,0.1033333333,0.2466666667,0.2983333333,0.3513333333,3,0.1002,0.3314,0.2664,0.302,73.25,1,6,0.2145,0.2723333333,0.2741666667,0.239,3,0.1593333333,0.2493333333,0.312,0.2796666667
AT1G01980,5,65.92,1,1,0.167,0.311,0.214,0.308,2,0.2835,0.205,0.2295,0.282,51.22,1,2,0.1145,0.273,0.2855,0.327,3,0.153,0.226,0.2726666667,0.3486666667,100.25,2,1,0.176,0.231,0.255,0.337,3,0.15175,0.25875,0.318,0.27125,60.58,1,1,0.245,0.215,0.264,0.276,8,0.17675,0.214375,0.30875,0.3
AT3G02420,5,113.9,2,4,0.27875,0.3595,0.20025,0.16125,2,0.4323333333,0.2426666667,0.178,0.147,75.39,1,3,0.23975,0.348,0.25375,0.1585,3,0.32425,0.3035,0.2205,0.15225,58.2,1,2,0.1885,0.29,0.264,0.258,3,0.1458,0.2548,0.38,0.2196,65.36,1,6,0.362125,0.196,0.2025,0.238875,0,NA,NA,NA,NA
AT4G27760,5,49.74,1,1,0.262,0.3,0.213,0.225,3,0.336,0.206,0.23,0.2283333333,101.88,2,1,0.244,0.358,0.226,0.172,1,0.284,0.298,0.221,0.197,59.51,1,0,NA,NA,NA,NA,3,0.1746666667,0.237,0.3243333333,0.2643333333,54.11,1,3,0.3346666667,0.219,0.209,0.237,1,0.268,0.226,0.235,0.271
AT4G33740,5,79.99,1,1,0.076,0.18,0.398,0.347,3,0.1686666667,0.223,0.333,0.275,63.29,1,1,0.017,0.157,0.54,0.286,2,0.104,0.2375,0.3575,0.3005,150.18,2,1,0.034,0.323,0.51,0.133,2,0.128,0.3256666667,0.2546666667,0.2923333333,52.98,1,1,0.236,0.268,0.234,0.261,0,NA,NA,NA,NA
AT3G05230,5,111.87,2,4,0.25425,0.27775,0.2685,0.19975,4,0.32675,0.29525,0.1855,0.1925,61.56,1,3,0.224,0.3813333333,0.2373333333,0.157,4,0.274,0.324,0.24325,0.15875,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,93.76,2,7,0.3505714286,0.2224285714,0.2244285714,0.2022857143,5,0.348,0.1872,0.2266,0.2382
AT3G55830,5,50.61,1,1,0.178,0.272,0.258,0.292,2,0.1263333333,0.2493333333,0.3436666667,0.28,88.75,2,2,0.0755,0.292,0.4,0.233,5,0.0928333333,0.2828333333,0.3536666667,0.2705,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,71.83,2,5,0.2104,0.2676,0.2828,0.239,1,0.135,0.286,0.321,0.258
AT1G22510,5,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,68.17,1,2,0.2785,0.357,0.211,0.1535,3,0.2983333333,0.3133333333,0.2306666667,0.158,94.37,2,1,0.142,0.229,0.293,0.336,2,0.106,0.2986666667,0.3186666667,0.2756666667,88.19,2,4,0.344,0.22675,0.23825,0.19125,1,0.228,0.233,0.267,0.272
AT5G65810,5,74.64,2,1,0.136,0.17,0.341,0.354,2,0.095,0.241,0.3745,0.289,91.45,2,1,0.032,0.208,0.473,0.286,3,0.1116666667,0.238,0.4063333333,0.2436666667,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,53.06,1,3,0.1863333333,0.253,0.285,0.2763333333,3,0.116,0.2776666667,0.3176666667,0.288
AT4G04200,5,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,96.83,2,2,0.1703333333,0.326,0.2836666667,0.22,2,0.198,0.272,0.248,0.2815,105.38,2,2,0.1885,0.2115,0.2755,0.3245,3,0.1653333333,0.3043333333,0.2713333333,0.259,58.87,1,1,0.294,0.232,0.241,0.233,3,0.2926666667,0.2086666667,0.25,0.2486666667
AT1G24510,5,49.11,1,3,0.3026666667,0.2296666667,0.2143333333,0.2526666667,1,0.372,0.221,0.193,0.214,92.69,2,2,0.3245,0.2245,0.195,0.256,2,0.262,0.1685,0.2535,0.3165,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,87.5,2,2,0.228,0.2045,0.2635,0.304,2,0.356,0.1725,0.2235,0.249
AT2G25110,5,68.09,1,1,0.338,0.344,0.167,0.152,1,0.365,0.278,0.199,0.157,95.12,2,2,0.2826666667,0.3193333333,0.2296666667,0.168,2,0.289,0.2916666667,0.241,0.178,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,84.72,2,3,0.31,0.2306666667,0.237,0.223,1,0.321,0.207,0.23,0.241
AT5G54830,5,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,68.65,1,3,0.086,0.2906666667,0.38,0.2433333333,4,0.12775,0.3105,0.33675,0.225,77.45,2,6,0.1394285714,0.2735714286,0.2877142857,0.2997142857,2,0.0826666667,0.307,0.3003333333,0.3096666667,89.01,2,3,0.2324,0.2536,0.2552,0.2588,0,NA,NA,NA,NA
AT4G02450,5,60.11,1,3,0.2486666667,0.2306666667,0.2293333333,0.2916666667,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,81.7,2,3,0.4343333333,0.177,0.1796666667,0.209,1,0.221,0.264,0.246,0.269,107.75,2,3,0.2703333333,0.2286666667,0.2553333333,0.246,7,0.4095714286,0.162,0.2311428571,0.1977142857
AT5G08060,5,70.75,1,0,NA,NA,NA,NA,1,0.179,0.208,0.342,0.271,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,137.8,2,1,0.082,0.158,0.227,0.534,5,0.12825,0.276625,0.23825,0.35675,129.32,2,3,0.1666666667,0.1706666667,0.2476666667,0.4153333333,4,0.16825,0.16475,0.27975,0.38725
AT2G19680,5,76.65,2,2,0.108,0.2045,0.3505,0.337,0,NA,NA,NA,NA,88.8,2,2,0.1046666667,0.1596666667,0.3053333333,0.4303333333,5,0.0422857143,0.1545714286,0.3227142857,0.4804285714,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,65.23,1,1,0.1,0.152,0.256,0.492,1,0.15,0.145,0.288,0.417
AT4G25720,5,52.75,1,1,0.23,0.299,0.223,0.248,2,0.272,0.2185,0.2835,0.2255,97.08,2,1,0.157,0.316,0.329,0.197,3,0.192,0.2906666667,0.2973333333,0.2196666667,76.89,2,0,NA,NA,NA,NA,1,0.144,0.269,0.299,0.289,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA
AT4G11220,5,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,54.92,1,1,0.278,0.356,0.217,0.15,5,0.30925,0.359375,0.1995,0.1315,204.43,4,16,0.2135,0.2702222222,0.2519444444,0.2645,3,0.2154,0.2214,0.3304,0.2328,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA
AT4G21450,5,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,119.66,3,2,0.2116666667,0.229,0.259,0.2996666667,4,0.1831428571,0.2721428571,0.2787142857,0.266,93.07,2,11,0.2088333333,0.2284166667,0.2813333333,0.2811666667,4,0.1536,0.2098,0.3258,0.311
AT2G17120,5,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,108.34,3,6,0.2076666667,0.2168333333,0.2451666667,0.3303333333,5,0.21,0.2665714286,0.2722857143,0.251,108.09,2,3,0.2256666667,0.235,0.262,0.277,6,0.2247142857,0.1717142857,0.2931428571,0.3104285714
AT1G17170,5,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,76.64,2,5,0.3234,0.1856,0.1994,0.2914,3,0.17675,0.25625,0.261,0.306,118.23,3,6,0.227,0.2371666667,0.2716666667,0.2643333333,5,0.3772,0.1626,0.2252,0.2352
