Protein.ID,Loc.Predicted,Loc.Confirmed,Loc.Assigned,M1F1A,M1F4A,M1F7A,M1F11A,M1F2B,M1F5B,M1F8B,M1F11B,M2F1A,M2F4A,M2F7A,M2F11A,M2F2B,M2F5B,M2F8B,M2F11B
At4g14420,unknown,unknown,ER,0.2506,0.3439,0.2027,0.2029,0.496,0.209,0.18,0.115,0.25575,0.371625,0.2165,0.155875,0.317833,0.3055,0.211667,0.165167
At3g23190,unknown,unknown,ER,0.245167,0.283,0.238333,0.234167,0.39175,0.2405,0.20325,0.1645,0.219167,0.318,0.267,0.195667,0.268833,0.287667,0.241667,0.201833
At5g43460,unknown,unknown,ER,0.2,0.302,0.244,0.254,0.317,0.269,0.231333,0.182333,0.2,0.360833,0.256167,0.182833,0.293,0.2405,0.254,0.212
At3g23175,unknown,unknown,ER,0.304667,0.286,0.183333,0.226333,0.4384,0.1814,0.1796,0.2004,0.2522,0.314,0.249,0.1848,0.262,0.283,0.260667,0.194333
At5g58070,unknown,unknown,ER,0.2375,0.2895,0.25125,0.22175,0.297333,0.270444,0.221111,0.211111,0.233063,0.313437,0.244563,0.209,0.214778,0.309222,0.254111,0.222222
At1g65820,unknown,unknown,ER,0.275071,0.308143,0.215714,0.200857,0.382833,0.251667,0.183667,0.181833,0.263143,0.343571,0.229,0.164714,0.31725,0.30625,0.2035,0.17325
At2g25110,unknown,unknown,ER,0.338,0.344,0.167,0.152,0.365,0.278,0.199,0.157,0.2925,0.314,0.2265,0.1665,0.2765,0.288,0.2485,0.1865
At4g15760,unknown,unknown,ER,0.2935,0.31,0.2235,0.173,0.412,0.2455,0.1865,0.156,0.24125,0.32125,0.2405,0.19675,0.3045,0.2615,0.219167,0.214667
At5g45420,unknown,unknown,ER,0.262714,0.295714,0.222714,0.218571,0.3435,0.21875,0.23225,0.2055,0.203,0.306,0.266,0.225,0.303,0.342,0.165,0.189
At4g31340,unknown,unknown,ER,0.2675,0.299833,0.216667,0.215833,0.354,0.23475,0.219125,0.192125,0.225,0.343571,0.265429,0.165857,0.2936,0.3038,0.2336,0.169
At5g11560,unknown,unknown,ER,0.302353,0.312353,0.207529,0.177765,0.409261,0.220609,0.198565,0.171609,0.264231,0.351538,0.234,0.150077,0.312087,0.300522,0.218043,0.16913
At4g00175,unknown,unknown,ER,0.226,0.271,0.2345,0.268,0.35,0.2578,0.2082,0.184,0.258,0.318833,0.230833,0.192667,0.306333,0.279,0.220667,0.194667
At1g72090,unknown,unknown,ER,0.252333,0.329,0.228333,0.19,0.352,0.28025,0.193,0.175,0.224667,0.349,0.261667,0.164333,0.307,0.346,0.1925,0.1555
At5g19320,unknown,unknown,ER,0.201,0.33,0.234,0.235,0.362727,0.251545,0.201182,0.184364,0.179462,0.390538,0.268692,0.161077,0.228111,0.367556,0.238222,0.165778
At2g21600,unknown,unknown,ER,0.234429,0.365571,0.207286,0.192286,0.487,0.202,0.196,0.115,0.25325,0.35825,0.236,0.15225,0.3045,0.287,0.2345,0.1745
At1g64090,unknown,unknown,ER,0.303917,0.322083,0.222333,0.151667,0.42425,0.26875,0.17275,0.1345,0.239167,0.355,0.2265,0.1795,0.330667,0.289333,0.214333,0.166667
At2g46170,unknown,unknown,ER,0.2555,0.319,0.214,0.212,0.389,0.2025,0.1855,0.223,0.219833,0.3705,0.252,0.157667,0.314,0.2676,0.2216,0.1966
At5g04990,unknown,unknown,ER,0.1655,0.3375,0.248,0.249,0.300833,0.272333,0.239167,0.187167,0.169833,0.327167,0.284833,0.217833,0.211857,0.265571,0.298286,0.224286
At3g10730,unknown,unknown,ER,0.2175,0.3245,0.251,0.2075,0.2938,0.2442,0.2516,0.2106,0.157333,0.318333,0.280667,0.243667,0.151333,0.31,0.295,0.243667
At5g58640,unknown,unknown,ER,0.29375,0.31,0.21275,0.18375,0.401,0.2216,0.1838,0.1932,0.247667,0.354,0.225333,0.173,0.315,0.306333,0.222667,0.155
At3g03330,unknown,unknown,ER,0.254667,0.318667,0.22,0.206,0.418,0.2495,0.1765,0.156,0.2706,0.3392,0.2228,0.1674,0.28925,0.28975,0.23475,0.1865
At3g51440,unknown,unknown,ER,0.3195,0.307,0.1945,0.179,0.4095,0.2185,0.1905,0.182,0.261,0.351,0.255,0.133,0.254,0.291,0.267,0.188
At3g57010,unknown,unknown,ER,0.280333,0.314833,0.207167,0.197833,0.358273,0.235273,0.209091,0.197,0.262167,0.347667,0.228,0.162333,0.3095,0.272,0.236,0.1825
At1g08470,unknown,unknown,ER,0.242,0.301,0.230333,0.226667,0.367,0.2295,0.202,0.201,0.255667,0.347333,0.224,0.173,0.297,0.2815,0.24125,0.18025
At3g57020,unknown,unknown,ER,0.248,0.28325,0.24825,0.22025,0.341125,0.23625,0.206875,0.21575,0.232333,0.307333,0.260333,0.199667,0.191333,0.293,0.286333,0.2295
At3g57030,unknown,unknown,ER,0.303,0.2965,0.205,0.1955,0.365,0.20975,0.20275,0.22225,0.235533,0.3422,0.239067,0.183067,0.295571,0.316714,0.214143,0.173714
At3g51430,unknown,unknown,ER,0.24375,0.2775,0.2285,0.25025,0.428833,0.202167,0.1895,0.179667,0.29,0.3325,0.226,0.15125,0.337167,0.284333,0.204333,0.174
At1g18260,unknown,unknown,ER,0.2892,0.3222,0.2147,0.1739,0.4102,0.249,0.1932,0.1476,0.262,0.346625,0.2305,0.16075,0.3,0.307,0.223667,0.168667
At4g33360,unknown,unknown,ER,0.266333,0.296,0.211167,0.226333,0.356083,0.212833,0.21325,0.218083,0.255143,0.315643,0.243,0.186214,0.321375,0.267125,0.2275,0.184
At5g44920,unknown,unknown,ER,0.2714,0.3086,0.2256,0.1938,0.4245,0.2125,0.178,0.1845,0.329167,0.308167,0.2215,0.1415,0.3345,0.283875,0.215875,0.166125
At3g52190,unknown,unknown,ER,0.259333,0.295,0.234667,0.210667,0.359333,0.259667,0.206333,0.175333,0.231571,0.312429,0.248429,0.207571,0.270167,0.283667,0.235,0.211167
At2g21160,unknown,unknown,ER,0.268826,0.309978,0.219413,0.201783,0.375562,0.235563,0.202125,0.186875,0.222,0.345143,0.268,0.164571,0.247667,0.3205,0.251333,0.180667
At5g23575,unknown,unknown,ER,0.32375,0.31475,0.19125,0.17,0.378333,0.242667,0.197,0.181667,0.23925,0.3575,0.230583,0.17275,0.3095,0.2965,0.215,0.1785
At4g38215,unknown,unknown,ER,0.364222,0.265222,0.200444,0.17,0.5008,0.2198,0.1546,0.1244,0.407667,0.311444,0.158889,0.121556,0.3485,0.3055,0.1495,0.197
At5g57655,unknown,unknown,ER,0.335,0.278,0.210667,0.176667,0.479,0.202167,0.174,0.145333,0.426,0.30025,0.150125,0.123625,0.417,0.257,0.1578,0.1682
At1g49710,"known Golgi","known Golgi",Golgi,0.083,0.2,0.3892,0.328,0.114,0.1975,0.3525,0.336,0.0568889,0.219,0.452556,0.271778,0.07,0.26625,0.40675,0.257
At2g20370,"known Golgi","known Golgi",Golgi,0.0753333,0.230333,0.387333,0.307333,0.0878333,0.247833,0.370667,0.293667,0.0633846,0.282154,0.373385,0.280923,0.0996,0.2868,0.357,0.257
At2g22900,"known Golgi","known Golgi",Golgi,0.0784,0.3088,0.3294,0.2834,0.1266,0.282767,0.3431,0.2475,0.0643,0.3675,0.347,0.221,0.114,0.3338,0.3228,0.2294
At4g38240,"known Golgi","known Golgi",Golgi,0.106,0.186,0.379,0.33,0.1295,0.18,0.38,0.31075,0.08425,0.166,0.464,0.2855,0.141667,0.220667,0.360667,0.277
At1g78920,"known Golgi","known Golgi",Golgi,0.150333,0.257167,0.318667,0.2735,0.230222,0.232889,0.287556,0.249333,0.129,0.222143,0.394429,0.254429,0.173,0.26475,0.30575,0.25675
At3g48820,"predicted Golgi","predicted Golgi",Golgi,0.0836667,0.196333,0.382333,0.338,0.1326,0.2188,0.3668,0.2818,0.07025,0.228,0.41025,0.29175,0.0745,0.2585,0.378667,0.288333
At1g08660,"predicted Golgi","predicted Golgi",Golgi,0.0388,0.2522,0.3956,0.3134,0.088,0.228,0.387667,0.296333,0.070875,0.301125,0.3685,0.25975,0.0972,0.2854,0.3374,0.2802
At4g15240,"predicted Golgi","predicted Golgi",Golgi,0.100667,0.234667,0.347333,0.317667,0.183,0.245,0.312,0.26,0.066,0.257333,0.413,0.263667,0.0806667,0.260667,0.377,0.282
At1g74380,"predicted Golgi","predicted Golgi",Golgi,0.113,0.2075,0.3365,0.3425,0.1546,0.1782,0.366,0.301,0.0725,0.19075,0.43025,0.30625,0.0932,0.2364,0.383,0.2874
At4g37690,"predicted Golgi","predicted Golgi",Golgi,0.149,0.278,0.291,0.283,0.103615,0.298923,0.341385,0.256077,0.0686667,0.368667,0.346333,0.216,0.1025,0.344,0.3185,0.235
At1g19710,"predicted Golgi","predicted Golgi",Golgi,0.125,0.227,0.342,0.306,0.19,0.184,0.325,0.3,0.0825,0.253,0.404,0.261,0.161,0.193,0.359,0.288
At1g21480,"predicted Golgi","predicted Golgi",Golgi,0.069,0.2085,0.401,0.3215,0.13,0.275,0.311,0.284,0.0646667,0.252,0.407667,0.276333,0.0872,0.2524,0.3898,0.27
At5g61840,"predicted Golgi","predicted Golgi",Golgi,0.079,0.1736,0.4118,0.3352,0.0975,0.187,0.3625,0.353,0.0764,0.1814,0.4274,0.3146,0.0614,0.2282,0.4432,0.2676
At3g55830,"predicted Golgi","predicted Golgi",Golgi,0.178,0.272,0.258,0.292,0.137,0.2555,0.346,0.261,0.0821667,0.286,0.368833,0.263,0.083,0.286,0.411,0.221
At4g38270,"predicted Golgi","predicted Golgi",Golgi,0.097,0.179,0.368,0.356,0.1965,0.2315,0.32,0.252,0.086,0.194,0.355,0.365,0.108,0.216,0.3555,0.3205
At2g38650,"predicted Golgi","predicted Golgi",Golgi,0.1295,0.213,0.357,0.3,0.054,0.224333,0.407,0.314667,0.0546,0.2096,0.4582,0.2775,0.0692857,0.249429,0.412143,0.269286
At3g61130,"predicted Golgi","predicted Golgi",Golgi,0.11425,0.19725,0.385125,0.30325,0.144,0.230286,0.353143,0.272429,0.0898182,0.239182,0.415273,0.255818,0.104714,0.263714,0.359857,0.271571
At3g02350,"predicted Golgi","predicted Golgi",Golgi,0.071,0.1725,0.38325,0.37275,0.1025,0.19375,0.3945,0.30925,0.064375,0.19925,0.45825,0.278,0.0826667,0.233667,0.4165,0.267333
At5g18485,"predicted Golgi","predicted Golgi",Golgi,0.079,0.2221,0.3587,0.3403,0.074,0.235444,0.389,0.301333,0.05625,0.2105,0.46,0.27325,0.055,0.232857,0.420714,0.291286
At3g07330,"predicted Golgi","predicted Golgi",Golgi,0.152667,0.218333,0.307333,0.322,0.0996667,0.239333,0.363333,0.298333,0.05975,0.18025,0.45725,0.30275,0.0586667,0.212333,0.408,0.320667
At5g16910,"predicted Golgi","predicted Golgi",Golgi,0.1,0.259,0.335,0.306,0.129,0.269,0.308,0.293,0.066,0.339333,0.339,0.2555,0.099,0.311,0.3326,0.2572
At3g03050,"predicted Golgi","predicted Golgi",Golgi,0.107667,0.278333,0.312333,0.302,0.134,0.32,0.291,0.255,0.069,0.326,0.33475,0.27025,0.0943333,0.319667,0.313,0.273
At3g25140,"predicted Golgi","predicted Golgi",Golgi,0.119167,0.178333,0.3515,0.351,0.0684,0.1958,0.3884,0.3474,0.04375,0.167375,0.495625,0.29325,0.057,0.217,0.43,0.296167
At3g21160,"predicted Golgi","predicted Golgi",Golgi,0.185,0.198,0.276,0.341,0.109833,0.1775,0.385667,0.327167,0.076,0.172,0.403,0.349,0.05,0.185,0.404,0.361
At1g51590,"predicted Golgi","predicted Golgi",Golgi,0.168,0.2165,0.327,0.289,0.073,0.17325,0.4095,0.3445,0.0653333,0.1535,0.454,0.327167,0.0546667,0.190667,0.449333,0.305667
At3g53520,"predicted Golgi","predicted Golgi",Golgi,0.106077,0.206231,0.367923,0.319769,0.106,0.203231,0.373308,0.317077,0.0484286,0.247,0.441786,0.262571,0.0638889,0.267667,0.407556,0.260778
At2g47650,"predicted Golgi","predicted Golgi",Golgi,0.064,0.2045,0.3555,0.3755,0.0743333,0.209333,0.358667,0.358,0.026,0.226,0.442,0.307,0.0885,0.2495,0.4155,0.2465
At1g14670,unknown,unknown,Golgi*,0.06825,0.166,0.39975,0.3665,0.052,0.212,0.456,0.279,0.027,0.141,0.517333,0.314333,0.0414,0.2248,0.4442,0.2896
At5g10840,unknown,unknown,Golgi*,0.0618571,0.263429,0.385571,0.289143,0.0715,0.30425,0.32675,0.29775,0.017,0.340333,0.406333,0.236333,0.071,0.2875,0.293,0.348
At5g25100,unknown,unknown,Golgi*,0.0688333,0.269722,0.345889,0.315667,0.0588,0.2948,0.3504,0.2962,0.044,0.329571,0.386857,0.24,0.0752,0.3382,0.3482,0.2386
At4g12650,unknown,unknown,Golgi*,0.0913333,0.321167,0.337667,0.25,0.195857,0.306857,0.268143,0.229286,0.0722857,0.398429,0.323,0.206286,0.148667,0.368833,0.288,0.194667
At2g01970,unknown,unknown,Golgi,0.119,0.209,0.353,0.319,0.078,0.203,0.368,0.3505,0.0435,0.146167,0.514,0.2965,0.067,0.246,0.387,0.2995
At1g55130,unknown,unknown,Golgi,0.08,0.244,0.33,0.346,0.126,0.1795,0.391,0.303,0.048,0.2685,0.431,0.2525,0.07,0.2995,0.3815,0.249
At5g37310,unknown,unknown,Golgi,0.09875,0.17075,0.339,0.3915,0.105333,0.204667,0.388,0.302,0.077,0.164333,0.448,0.311,0.0798,0.2372,0.3758,0.3072
At3g13772,unknown,unknown,Golgi,0.06075,0.24925,0.34425,0.346,0.127,0.187,0.4005,0.28575,0.07,0.278857,0.382286,0.268714,0.0704286,0.289714,0.386,0.254143
At1g10950,unknown,unknown,Golgi,0.1194,0.2024,0.352,0.3262,0.177875,0.21075,0.337125,0.274375,0.0774,0.168,0.4596,0.2953,0.089125,0.209125,0.399625,0.30225
At5g35160,unknown,unknown,Golgi,0.1134,0.289,0.3205,0.2771,0.119333,0.271833,0.340833,0.268167,0.0576667,0.372111,0.326778,0.243444,0.0948889,0.311778,0.337333,0.256111
At4g32410,"predicted PM",unknown,Golgi*,0.0766667,0.298667,0.319667,0.305333,0.118667,0.277,0.326667,0.277667,0.125143,0.333571,0.300571,0.240857,0.181167,0.299333,0.267667,0.252
At5g05170,"predicted PM",unknown,Golgi,0.085,0.287167,0.325667,0.302333,0.09775,0.2715,0.34825,0.283,0.10075,0.2995,0.3205,0.279,0.1345,0.293,0.309,0.26325
At1g19430,unknown,unknown,Golgi*,0.03,0.323,0.336,0.312,0.103333,0.286,0.341333,0.269667,0.057,0.35,0.344,0.249,0.1125,0.30075,0.314,0.2725
At2g40280,unknown,unknown,Golgi*,0.0986667,0.308667,0.337833,0.255,0.1083,0.3052,0.3244,0.262,0.0468,0.391,0.314,0.2486,0.1104,0.2998,0.2942,0.295
At5g04060,unknown,unknown,Golgi*,0.07975,0.33775,0.3315,0.25075,0.128333,0.317,0.300667,0.253333,0.0956667,0.358333,0.328333,0.217667,0.136,0.291,0.311,0.262
At2g34300,unknown,unknown,Golgi*,0.070625,0.34425,0.339625,0.24525,0.12675,0.322625,0.310625,0.239875,0.072375,0.415125,0.3015,0.21125,0.14875,0.32675,0.28775,0.23675
At5g64030,unknown,unknown,Golgi*,0.0945714,0.306714,0.332571,0.266143,0.1258,0.3322,0.3186,0.2235,0.108857,0.379571,0.305714,0.205857,0.1526,0.338,0.2928,0.2162
At4g00750,unknown,unknown,Golgi,0.0825,0.30175,0.32925,0.287,0.1162,0.2644,0.357,0.2628,0.0587143,0.379143,0.304,0.258143,0.133,0.342667,0.289,0.235333
At4g18030,unknown,unknown,Golgi,0.0870833,0.24525,0.354917,0.312833,0.107118,0.247412,0.350824,0.294588,0.0633,0.30725,0.37055,0.25885,0.0925455,0.298545,0.346545,0.262318
At1g26850,unknown,unknown,Golgi,0.095,0.282895,0.341289,0.280789,0.0993,0.289533,0.344067,0.267167,0.0674545,0.365091,0.334318,0.233091,0.103333,0.327762,0.333286,0.235619
At4g14360,unknown,unknown,Golgi,0.0915,0.2285,0.364,0.316,0.075,0.221,0.4252,0.2786,0.0722,0.245,0.4044,0.2788,0.07975,0.262,0.377,0.28125
At1g78240,unknown,unknown,Golgi,0.0922,0.1672,0.361,0.3794,0.071,0.196,0.372,0.361,0.101,0.2075,0.4365,0.255,0.0562,0.2204,0.4486,0.275
At1g29470,unknown,unknown,Golgi,0.0923333,0.28,0.350333,0.278,0.111571,0.280857,0.343429,0.264,0.0728571,0.369429,0.308857,0.248857,0.1015,0.321,0.321667,0.255833
At3g23300,unknown,unknown,Golgi,0.1128,0.2064,0.3444,0.3362,0.073875,0.22325,0.366125,0.336875,0.0824286,0.239286,0.398143,0.280143,0.0905,0.2615,0.363833,0.284333
At1g04430,unknown,unknown,Golgi,0.111143,0.214,0.354286,0.320571,0.1126,0.2244,0.3733,0.2898,0.05675,0.28575,0.40875,0.248,0.09975,0.274625,0.35475,0.2705
At5g14430,unknown,unknown,Golgi,0.1185,0.20975,0.36425,0.30775,0.11475,0.206,0.3685,0.31025,0.068,0.153714,0.480286,0.297714,0.07475,0.225875,0.414625,0.28475
At3g27230,unknown,unknown,Golgi,0.0695,0.1945,0.40725,0.3285,0.0837,0.1901,0.4295,0.2966,0.06275,0.20675,0.436375,0.294125,0.0794444,0.238889,0.403333,0.278556
At1g29790,unknown,unknown,Golgi,0.07,0.187364,0.386364,0.356727,0.141889,0.211667,0.356333,0.290333,0.062375,0.20375,0.452,0.282,0.082,0.236,0.3915,0.290333
At1g31850,unknown,unknown,Golgi,0.119,0.2684,0.3232,0.2892,0.100889,0.285444,0.335,0.278667,0.0689,0.3426,0.3512,0.2373,0.0995556,0.272556,0.322111,0.305556
At4g00740,unknown,unknown,Golgi,0.0961667,0.2165,0.365,0.322333,0.127167,0.232833,0.348,0.292167,0.0688,0.23,0.4118,0.2892,0.096,0.239111,0.395111,0.269778
At4g16120,"predicted PM",unknown,Golgi,0.0978333,0.286333,0.323,0.292833,0.164167,0.285333,0.3005,0.249833,0.068125,0.40025,0.308,0.2235,0.13,0.3135,0.310833,0.2455
At5g18280,unknown,unknown,Golgi,0.17,0.312,0.275,0.243,0.1675,0.2355,0.321,0.277,0.081,0.280167,0.330667,0.307833,0.13,0.269,0.3445,0.2565
At5g44790,unknown,unknown,Golgi,0.1455,0.28225,0.32125,0.25125,0.169375,0.324375,0.276,0.230375,0.0827143,0.273571,0.389857,0.253857,0.123357,0.292214,0.327643,0.257071
At1g76270,unknown,unknown,Golgi,0.275667,0.245,0.216333,0.262333,0.131,0.178,0.379,0.312,0.0765,0.193,0.446,0.284,0.098,0.207,0.4185,0.2765
At3g16200,unknown,unknown,Golgi,0.0745,0.1905,0.392,0.343,0.072,0.215,0.338,0.376,0.0543333,0.201667,0.462,0.282333,0.122,0.23,0.3905,0.2575
At3g49720,unknown,unknown,Golgi,0.12075,0.206,0.34825,0.32525,0.108,0.2076,0.3816,0.3024,0.0507143,0.219571,0.454857,0.275143,0.061,0.28025,0.40775,0.25125
At3g56750,unknown,unknown,Golgi,0.153,0.23,0.342,0.275,0.064,0.246,0.402,0.287,0.0967143,0.282714,0.377143,0.243143,0.1034,0.3008,0.3626,0.2328
At3g26370,unknown,unknown,Golgi,0.084,0.2395,0.3465,0.33,0.0865,0.2345,0.38,0.2995,0.075,0.269111,0.392778,0.263,0.0748333,0.293167,0.345667,0.2865
At4g38500,unknown,unknown,Golgi,0.0806667,0.236667,0.355,0.327333,0.10725,0.21925,0.36125,0.31175,0.0678,0.2552,0.4064,0.2704,0.0893333,0.275333,0.377167,0.258
At1g51630,unknown,unknown,Golgi,0.108444,0.281778,0.318333,0.291444,0.107167,0.274333,0.3205,0.298167,0.0605385,0.372154,0.327538,0.239615,0.106,0.337,0.3216,0.235
At2g35610,unknown,unknown,Golgi,0.10025,0.28125,0.32625,0.29225,0.111429,0.282571,0.323286,0.282714,0.0841111,0.365556,0.312222,0.238,0.0918333,0.338333,0.324,0.245667
At1g05070,unknown,unknown,Golgi,0.13,0.235,0.291333,0.344,0.202,0.193333,0.329333,0.275333,0.085,0.213,0.3875,0.3145,0.076,0.21,0.337,0.377
At4g37820,unknown,unknown,Golgi,0.02,0.167,0.438,0.375,0.0445,0.1935,0.403,0.358,0.051,0.2015,0.48325,0.26375,0.076,0.233,0.459,0.232
At4g16650,unknown,unknown,Golgi,0.144,0.223,0.319,0.314,0.17925,0.20525,0.3385,0.277,0.07,0.165667,0.479333,0.284667,0.097,0.223,0.3745,0.3055
At1g04910,unknown,unknown,Golgi,0.101667,0.209667,0.349667,0.338333,0.10275,0.22825,0.368,0.30125,0.079,0.2175,0.43375,0.27,0.10225,0.23075,0.3935,0.27325
At1g72480,unknown,unknown,Golgi,0.066,0.2655,0.3695,0.2995,0.102,0.3145,0.336,0.247,0.097,0.3055,0.29,0.3075,0.1545,0.3835,0.2665,0.1955
At4g17430,unknown,unknown,Golgi,0.129,0.3195,0.2725,0.279,0.13,0.2455,0.3565,0.268,0.0786,0.3506,0.328,0.2428,0.10775,0.30525,0.3435,0.243
At4g30990,unknown,unknown,Golgi,0.125,0.2,0.334,0.34,0.153,0.19,0.344,0.313,0.082,0.224,0.4145,0.2795,0.0865,0.2675,0.35475,0.29125
At5g04480,unknown,unknown,Golgi,0.1225,0.209,0.353,0.3155,0.202667,0.217333,0.274667,0.305,0.083,0.189,0.402,0.326,0.151,0.195,0.349,0.304
At3g21190,unknown,unknown,Golgi,0.0882857,0.282714,0.330429,0.298714,0.119143,0.282714,0.326429,0.271714,0.0478,0.3627,0.3226,0.2669,0.1333,0.3075,0.3135,0.2456
At1g30000,unknown,unknown,Golgi,0.141667,0.224,0.325333,0.308833,0.176667,0.212,0.343,0.268333,0.116833,0.2005,0.403,0.2795,0.1425,0.20225,0.36625,0.28875
At5g14950,unknown,unknown,Golgi,0.14175,0.22225,0.34575,0.29025,0.1657,0.195,0.3457,0.2937,0.0889091,0.195818,0.426364,0.288909,0.0996667,0.236167,0.395167,0.269083
At1g59820,unknown,unknown,Golgi,0.156,0.27,0.33,0.244,0.227333,0.276667,0.280333,0.215667,0.113,0.2595,0.3615,0.266,0.125667,0.253,0.335,0.286333
At1g51540,unknown,unknown,Golgi,0.1038,0.211,0.3728,0.3128,0.07025,0.244,0.37625,0.3095,0.0365,0.2905,0.4275,0.246,0.0786667,0.281667,0.392333,0.247333
At3g27220,unknown,unknown,Golgi,0.100929,0.234071,0.340857,0.324214,0.0925,0.239167,0.350333,0.318,0.04875,0.316083,0.36175,0.27325,0.0903333,0.295333,0.349,0.2655
At5g61240,unknown,unknown,Golgi,0.115667,0.207333,0.364333,0.312667,0.0893333,0.23,0.354,0.326667,0.05725,0.2005,0.49525,0.24775,0.0622857,0.243143,0.435286,0.259286
At3g28480,unknown,unknown,Golgi,0.0972,0.1984,0.3696,0.3348,0.1228,0.193,0.3584,0.3256,0.068,0.179,0.45,0.302,0.08,0.233,0.388333,0.298333
At3g66654,unknown,unknown,Golgi,0.086,0.15925,0.393,0.3615,0.1105,0.261,0.34,0.289,0.0636667,0.151333,0.478778,0.306333,0.0678333,0.188333,0.406167,0.337167
At4g34960,unknown,unknown,Golgi,0.076,0.244,0.367,0.314,0.110333,0.265,0.351333,0.273,0.0455,0.301,0.421,0.233,0.0765,0.3045,0.38,0.239
At1g64880,unknown,unknown,Golgi,0.1365,0.2485,0.3155,0.2995,0.117,0.227,0.309,0.347,0.15,0.302,0.326,0.221,0.088,0.291667,0.299,0.320667
At2g01270,unknown,unknown,Golgi,0.119667,0.275,0.340667,0.264667,0.125,0.236,0.360333,0.278333,0.0486,0.3632,0.3548,0.2336,0.125,0.2905,0.31725,0.2675
At1g06890,unknown,unknown,Golgi,0.09,0.2165,0.3585,0.3345,0.0915,0.21425,0.362,0.3325,0.045,0.23,0.457,0.267,0.047,0.268,0.372,0.312
At5g58270,"known mit/plastid","known mit/plastid",mit/plastid,0.0684286,0.173714,0.290714,0.466857,0.0834,0.1663,0.3174,0.4328,0.0601667,0.141667,0.318167,0.479833,0.0539091,0.149818,0.330455,0.466
At5g14040,"known mit/plastid","known mit/plastid",mit/plastid,0.0931163,0.196233,0.281674,0.42886,0.0790769,0.182,0.304038,0.434923,0.0533333,0.160542,0.314958,0.471167,0.0484,0.171933,0.311533,0.468
At3g46740,"known mit/plastid","known mit/plastid",mit/plastid,0.09764,0.15384,0.27368,0.47492,0.07544,0.12096,0.34384,0.45964,0.0418182,0.0681818,0.246909,0.643091,0.0538333,0.0860833,0.326417,0.53375
At5g19760,"known mit/plastid","known mit/plastid",mit/plastid,0.081375,0.184917,0.2865,0.447167,0.0792,0.1976,0.3068,0.416,0.0474444,0.151,0.326889,0.474222,0.0475714,0.184143,0.322857,0.445571
At1g77590,"known mit/plastid","known mit/plastid",mit/plastid,0.1,0.178,0.3115,0.4105,0.126,0.1595,0.335,0.379375,0.0828571,0.142143,0.255429,0.519571,0.101143,0.133714,0.296429,0.468286
At3g08580,"known mit/plastid","known mit/plastid",mit/plastid,0.0942979,0.194298,0.303596,0.407872,0.118529,0.220118,0.272,0.389118,0.0454815,0.151815,0.330037,0.472778,0.0538182,0.177455,0.309182,0.459455
At3g20000,"known mit/plastid","known mit/plastid",mit/plastid,0.108864,0.187909,0.298273,0.405045,0.0883158,0.182526,0.325947,0.403105,0.0465833,0.141333,0.340833,0.471417,0.07025,0.153583,0.342833,0.4335
At3g54110,"known mit/plastid","known mit/plastid",mit/plastid,0.102304,0.194957,0.29213,0.410565,0.102588,0.187529,0.303647,0.406118,0.0493448,0.158241,0.326138,0.466241,0.0573158,0.176105,0.315947,0.450737
cob,"predicted mit/plastid","predicted mit/plastid",mit/plastid,0.0662,0.1518,0.3574,0.4248,0.04,0.25,0.319,0.391,0.044,0.158333,0.326,0.471667,0.0285,0.1935,0.317,0.4605
At4g02510,"predicted mit/plastid","predicted mit/plastid",mit/plastid,0.0481818,0.109818,0.286818,0.555364,0.0681,0.1156,0.3439,0.4724,0.0754,0.0912,0.2294,0.6038,0.106667,0.125667,0.297333,0.470333
At5g05000,"predicted mit/plastid","predicted mit/plastid",mit/plastid,0.121333,0.179333,0.246833,0.452667,0.091,0.1078,0.3282,0.4726,0.0365714,0.0737143,0.245571,0.644429,0.061,0.0833333,0.307333,0.548333
At5g09420,"predicted mit/plastid","predicted mit/plastid",mit/plastid,0.0935,0.189,0.2965,0.42,0.079,0.181,0.296,0.444,0.05125,0.1555,0.317875,0.47575,0.07,0.16825,0.28925,0.472
rps7-01,"predicted mit/plastid","predicted mit/plastid",mit/plastid,0.0716471,0.129353,0.248118,0.550647,0.0739167,0.0954167,0.321583,0.508917,0.045875,0.07925,0.21625,0.65875,0.04,0.0775714,0.309286,0.573286
cox2,"predicted mit/plastid","predicted mit/plastid",mit/plastid,0.1285,0.16825,0.24175,0.4615,0.167,0.22,0.289,0.324,0.03925,0.10625,0.31975,0.53425,0.0415,0.1355,0.362,0.4615
At5g13450,"predicted mit/plastid","predicted mit/plastid",mit/plastid,0.1314,0.2084,0.283,0.3772,0.119,0.2,0.31475,0.36625,0.0696667,0.1785,0.335,0.416833,0.0644,0.2028,0.3388,0.3944
orfB,"predicted mit/plastid","predicted mit/plastid",mit/plastid,0.09,0.1905,0.2875,0.4315,0.06775,0.22375,0.28825,0.42075,0.069,0.164286,0.311857,0.454857,0.06775,0.1695,0.313,0.44925
orf25,"predicted mit/plastid","predicted mit/plastid",mit/plastid,0.144714,0.206714,0.266571,0.382429,0.134429,0.179,0.303429,0.383429,0.071375,0.15525,0.312375,0.460938,0.0722857,0.171429,0.318857,0.437143
