Protein,FS1 A HCC827-rep1,FS1 B HCC827-rep1,FS2 A HCC827-rep1,FS2 B HCC827-rep1,FP1 A HCC827-rep1,FP1 B HCC827-rep1,FP2 A HCC827-rep1,FP2 B HCC827-rep1,FP3 A HCC827-rep1,FP3 B HCC827-rep1,MIN PSMs for quant
KREMEN2,0.6312,0.4963,1.7695,0.8647,0.8377,0.8059,1.5400,1.2362,1.2877,0.8384,1
KRI1,0.3187,0.3175,0.5576,0.6445,1.7153,1.8847,0.7784,0.9438,1.7495,1.9112,59
KRIT1,1.2227,1.1320,0.8950,0.8274,1.0432,1.0417,1.2153,1.1594,1.2352,1.2314,24
KRR1,0.3919,0.3789,0.5033,0.5220,1.8542,2.0116,0.8745,1.0405,1.3574,1.5995,87
KRT1,0.7843,0.7362,0.5233,0.5025,1.4621,2.7757,0.9559,0.9471,0.7994,0.6638,598
KRT10,0.7745,0.7221,0.5613,0.5286,1.6629,2.0604,1.2801,0.9346,1.0385,0.8460,269
KRT13,0.4115,0.3762,0.3948,0.3813,1.5818,2.5405,1.3268,1.0645,0.9363,1.2234,7
KRT14,0.9872,0.8541,0.5652,0.5710,1.3699,2.6074,1.0516,0.9135,0.7963,0.8286,29
KRT15,0.4086,0.4090,0.5700,0.6537,1.5965,1.4277,1.4215,1.6678,1.1085,1.1404,17
KRT16,0.5854,0.5717,0.4617,0.4546,2.3035,2.0075,1.0922,0.9002,0.8988,0.9093,41
KRT17,0.3196,0.3465,0.4477,0.4526,2.0808,2.0290,1.1482,1.3450,0.9648,1.0134,5
KRT18,0.4868,0.4880,0.5035,0.5221,1.5423,1.3821,1.4368,1.6846,1.1950,1.2509,1943
KRT19,0.4917,0.4812,0.5153,0.5427,1.5593,1.3867,1.4316,1.6651,1.1917,1.2531,1376
KRT2,0.5945,0.6892,0.6406,0.6158,1.5138,1.7483,1.4074,1.0773,1.1648,0.9426,130
KRT20,0.4320,0.4136,0.4535,0.4747,1.5100,1.3960,1.4669,1.8205,1.2662,1.2591,103
KRT23,1.1149,1.2203,1.1986,1.2404,1.1201,1.2964,0.8691,0.9472,0.8468,0.7744,2
KRT3,0.4520,0.4575,0.5072,0.5341,1.5866,1.2227,1.4327,1.6264,1.2360,1.3136,10
KRT31,0.8435,0.6790,0.4680,1.6122,1.5585,3.0806,0.4761,0.5969,0.4172,0.2278,1
KRT35,0.6749,0.7186,0.6445,0.4940,1.4548,1.1180,1.3633,1.5191,1.1787,1.2014,5
KRT4,0.6601,0.5911,0.5607,0.5611,1.4225,1.4332,1.3658,1.6011,1.1388,1.1937,137
KRT5,0.8168,0.7827,0.6020,0.6393,1.4479,1.8753,1.3017,1.1171,0.9180,0.8960,72
KRT6A,0.3365,0.2886,0.2492,0.2604,2.0630,1.8923,1.5116,1.5949,1.0857,1.1441,2
KRT6B,0.5886,0.8254,0.7830,0.6607,1.7641,1.2997,1.4651,1.3071,1.0818,0.9742,4
KRT7,0.4063,0.4162,0.4738,0.5022,1.6163,1.4383,1.4459,1.7361,1.1846,1.2438,2017
KRT71,0.8715,0.7141,0.5493,0.5814,1.3349,1.2897,1.3699,1.3776,1.3091,1.3204,4
KRT72,1.3554,1.2660,0.7422,0.6646,1.2148,1.2331,1.0599,1.3569,1.0354,1.1745,2
KRT73,0.6464,0.6077,0.5085,0.5401,1.5510,1.3684,1.2711,1.4882,1.2777,1.2738,14
KRT75,0.6826,0.6065,0.6498,0.6849,1.2773,1.3898,1.1219,1.3690,1.2524,1.4099,37
KRT76,0.3675,0.3654,0.4173,0.4739,1.6604,1.4019,1.4150,1.7313,1.2952,1.3031,11
KRT77,0.4304,0.3928,0.4798,0.4307,1.8444,2.6760,1.2374,0.8041,1.0685,0.7769,6
KRT78,0.7322,0.4867,0.4370,0.4018,1.5012,2.3779,1.1841,1.1511,0.9882,0.9141,17
KRT79,0.4746,0.4423,0.6698,0.4974,1.5252,1.5426,1.5015,1.6113,1.1301,1.0589,2
KRT8,0.5024,0.5091,0.5211,0.5636,1.5154,1.2982,1.5087,1.6424,1.1012,1.2766,2344
KRT80,1.5002,1.4326,0.9077,0.8533,1.2016,1.2601,1.0199,1.1664,0.7013,0.7608,75
KRT82,0.3740,0.4234,0.3097,0.4444,1.9121,1.8112,1.3698,1.6458,1.1735,1.2841,4
KRT84,0.3471,0.3144,0.4480,0.4847,1.8997,1.5455,1.4160,1.7612,1.0257,1.2534,6
KRT85,0.9884,0.8619,0.7490,0.6472,1.2686,1.1674,1.4685,1.4204,1.1231,1.1516,1
KRT9,0.9129,0.7598,0.5469,0.5268,1.1827,3.3479,0.7502,0.8943,0.6722,0.5525,366
KRTCAP2,0.8335,0.8049,0.3627,0.4599,0.9781,1.1356,1.8626,1.8617,1.2728,1.6164,4
KRTCAP3,0.2732,0.4055,0.3817,0.3864,1.3058,1.2687,1.8215,1.7746,1.6072,1.6952,12
KSR1,2.2094,1.9575,0.8842,0.8717,0.9590,0.9906,0.9495,0.9084,0.6329,0.7820,17
KTI12,2.5173,2.1420,1.0002,0.9984,0.9086,0.8527,0.8015,0.8007,0.5649,0.6729,28
KTN1,0.4083,0.4131,0.3709,0.3699,1.0963,1.0537,2.0961,1.8332,1.6606,1.7081,930
KXD1,0.8168,0.7594,0.8018,0.8913,0.8004,0.8015,1.6513,1.3460,1.7511,1.6328,10
KYNU,3.9096,3.4174,1.2758,1.2569,0.4243,0.4407,0.4507,0.3774,0.3215,0.3395,45
L1CAM,0.8450,1.0924,1.2018,1.3405,1.0077,0.8827,0.7433,0.6490,1.6929,1.5330,16
L2HGDH,0.5313,0.5090,0.6859,0.7799,1.3656,1.2927,1.9189,1.5437,0.8368,0.9279,76
L3HYPDH,3.9087,3.1217,1.2720,1.2421,0.4832,0.6788,0.6341,0.5146,0.2921,0.5716,4
L3MBTL2,0.4349,0.5123,0.9067,0.9356,1.5828,1.7287,1.0545,1.0853,1.0405,0.9615,15
L3MBTL3,0.4171,0.3992,0.9404,0.8366,1.7126,1.7036,1.0284,1.1639,0.9327,1.0095,14
L3MBTL4,0.5912,0.5035,0.5438,0.4548,1.2144,1.1253,1.9665,1.6523,2.4938,1.8822,1
LACE1,0.4074,0.4547,0.7392,0.9566,1.4696,1.3328,1.8750,1.5347,0.5309,0.6852,10
LACTB,0.4685,0.3814,0.3920,0.4390,1.3570,1.2820,2.0384,1.7365,1.1601,1.3508,45
LACTB2,1.6148,1.4826,1.0287,1.1342,0.7929,0.7656,1.4051,1.1043,0.8354,0.8152,123
LAD1,1.7050,1.7966,1.7108,1.6462,0.7307,0.6848,0.6674,0.6200,0.5314,0.5264,141
LAMA3,0.4524,0.3886,0.5513,0.6093,1.3107,1.3378,1.6478,1.4083,1.4407,1.3230,174
LAMA5,0.5102,0.5409,0.7004,0.7636,0.9813,0.9668,1.6025,1.3072,1.8496,1.7687,195
LAMB1,0.5080,0.4612,0.8970,1.0011,0.9658,0.9226,1.7209,1.3461,1.5276,1.3851,203
LAMB2,0.4654,0.4673,0.9831,1.0488,0.9458,0.9112,1.5861,1.2758,1.5010,1.3667,21
LAMB3,0.4484,0.4945,0.7094,0.7644,1.1588,1.1534,1.7787,1.4534,1.4058,1.3253,228
LAMC1,0.3980,0.4348,0.9878,1.1283,0.9015,0.8436,1.6758,1.2746,1.4991,1.3800,196
LAMC2,0.4696,0.4886,0.9034,0.9568,1.0750,1.0798,1.6087,1.3083,1.3660,1.2333,331
LAMC3,0.9262,0.6344,1.0886,1.1044,0.9627,1.0028,1.3281,1.2747,1.2860,1.0070,1
LAMP1,0.5028,0.4688,0.5226,0.4945,0.8755,0.8372,2.0457,1.6618,1.8502,1.6991,70
LAMP2,0.4088,0.4192,0.4244,0.3979,0.8992,0.8273,2.4050,1.7746,1.8548,1.7063,75
LAMP3,0.2783,0.2483,0.3955,0.4105,1.1204,0.8687,2.1253,1.7448,1.8536,1.8514,4
LAMTOR1,0.6695,0.6978,0.5696,0.4965,0.9311,0.8738,1.8562,1.6567,1.7029,1.5823,83
LAMTOR2,0.4776,0.5577,0.5119,0.5612,0.8537,0.8099,2.1069,1.6880,1.7436,1.6692,46
LAMTOR3,0.3645,0.3115,0.3745,0.4693,0.9034,0.8193,2.2683,1.7595,1.9889,1.7694,41
LAMTOR4,0.7263,0.7637,0.5713,0.6499,0.9196,0.9416,1.7976,1.5435,1.5589,1.5707,5
LAMTOR5,0.5411,0.5139,0.6145,0.7233,0.7976,0.7717,2.0206,1.6457,1.8047,1.9656,18
LANCL1,2.7263,2.6562,1.3115,1.1627,0.6571,0.6527,0.6448,0.6547,0.5668,0.5468,14
LANCL2,2.6664,2.4967,1.4192,1.3881,0.6116,0.6151,0.6123,0.5817,0.5551,0.5482,383
LAP3,1.8161,1.6711,1.1994,1.2661,0.9127,0.8289,1.1569,0.8870,0.5793,0.5393,283
LAPTM4A,0.9178,0.6935,0.7403,0.4656,0.7617,0.8558,1.4531,1.5193,2.0734,2.1324,2
LAPTM4B,0.6129,0.6201,0.5469,0.4844,0.9525,1.0893,1.4601,1.4915,2.2356,1.8258,1
LAPTM5,0.1063,0.1046,0.3105,0.3088,1.0466,0.9979,2.0784,1.8335,2.1636,2.2160,1
LARP1,1.2576,1.2444,1.0774,1.0394,0.7502,0.7586,0.8178,0.7585,2.0436,1.7190,217
LARP1B,1.3544,1.2322,1.0123,1.0519,0.7994,0.7402,0.8446,0.7520,1.8216,1.6648,29
LARP4,0.6941,0.7259,0.8931,0.9063,0.9723,0.9331,1.2363,1.1658,1.8648,1.5717,90
LARP4B,0.8549,0.9038,1.1641,1.2532,0.7723,0.8009,0.9055,0.8075,2.1140,1.6919,28
LARP6,2.0197,1.8436,0.9638,1.0003,0.8918,0.9652,1.1034,0.8555,0.8469,0.8741,1
LARP7,0.5468,0.5093,1.5889,1.6692,1.0136,1.0221,0.6940,0.6828,1.2873,1.2399,111
LARS,1.6801,1.6196,1.1841,1.1035,0.6707,0.6390,0.7452,0.6610,1.7723,1.4829,386
LARS2,0.4265,0.4194,0.9434,1.0838,1.3616,1.2387,1.8224,1.3627,0.6190,0.5409,51
LAS1L,0.5313,0.4804,0.3630,0.3505,1.7253,1.9204,0.8412,1.0004,1.8162,1.9824,74
LASP1,3.0936,2.8992,1.2278,1.2210,0.5446,0.5535,0.5792,0.5385,0.5080,0.4869,217
LAT2,0.3128,0.3733,0.4889,0.3899,1.3406,1.2369,1.8696,1.7395,1.5405,1.4315,4
LATS1,2.0053,2.0749,1.0545,1.0606,0.9441,1.0199,0.8390,0.9041,0.6711,0.6076,12
LATS2,1.4254,1.4148,1.0511,0.9133,1.0713,1.0977,1.0407,1.1041,0.9434,0.9308,2
LAYN,0.6405,0.4957,0.6860,0.8040,1.1203,1.1913,1.4359,1.4676,1.4708,1.5240,2
LBH,1.9367,2.0759,1.2500,1.2752,1.0564,0.4008,0.6585,1.1173,0.7053,0.7141,1
LBR,0.4878,0.4534,0.4337,0.4289,1.5454,1.5709,1.5711,1.5341,1.2541,1.3460,139
LCA5,1.1686,0.9759,0.7926,0.9988,1.0326,0.9569,0.7814,0.5660,2.2622,2.1471,1
LCK,0.4372,0.4463,0.4017,0.3461,1.2610,1.1646,1.8849,1.8909,1.5223,1.4003,18
LCLAT1,0.7409,0.5184,0.6378,0.6576,1.1223,1.1502,1.5326,1.4756,1.4494,1.6140,31
LCMT1,2.9499,2.6228,1.3531,1.2909,0.5531,0.5456,0.5081,0.5198,0.4891,0.4733,26
LCMT2,3.3783,2.9924,1.3649,1.2948,0.4311,0.5208,0.5797,0.4429,0.4080,0.4219,9
LCN2,0.4936,0.5023,1.3305,1.5424,0.7763,0.7531,1.4902,1.0787,1.1896,1.0651,149
LCOR,0.3956,0.3289,0.9644,0.9924,1.5649,1.7482,1.0496,1.0925,0.8876,0.9403,14
LCORL,0.4243,0.4071,0.8728,0.8140,1.5210,1.7621,1.0102,1.1601,1.2908,1.1368,3
LCP1,3.0999,2.8445,1.2762,1.2586,0.5537,0.5747,0.5995,0.5486,0.4704,0.4850,518
LDB1,0.8014,0.7418,2.0980,2.2511,0.6830,0.7690,0.8118,0.6269,0.7550,0.7645,10
LDHA,3.1440,2.8389,1.4350,1.3241,0.4788,0.4827,0.5025,0.4398,0.4407,0.4367,443
LDHB,3.2594,2.9871,1.4079,1.3445,0.4423,0.4315,0.4954,0.4345,0.4059,0.4101,577
LDHD,0.3850,0.4096,0.9040,1.3314,1.4159,1.1064,2.0041,1.3279,0.5165,0.4103,3
LDLR,0.5804,0.5851,0.5409,0.5320,1.0845,1.0847,1.5798,1.5630,1.8297,1.7020,112
LDLRAP1,1.0683,1.1196,0.7292,0.7880,1.2925,1.3226,1.3034,1.5053,0.7907,0.7829,9
LDOC1,1.4721,2.2518,1.1769,1.0573,0.9221,0.9670,0.8019,0.7565,0.6325,0.7720,5
LEMD2,0.4223,0.4115,0.3892,0.4053,1.5790,1.6252,1.6295,1.5359,1.2091,1.2046,46
LEMD3,0.4613,0.4783,0.4935,0.4919,1.9534,2.1130,1.1616,1.3060,0.7630,0.9136,60
LENG1,1.1655,1.0741,1.7577,1.8137,0.8621,1.0600,0.6100,0.6573,0.9163,0.9987,9
LEO1,0.5967,0.5906,2.1951,2.2587,0.9596,0.9573,0.5110,0.5012,0.5537,0.6282,36
LEPRE1,0.6350,0.5770,1.0588,1.1427,0.9922,0.9603,1.4785,1.2050,1.2072,1.1215,79
LEPREL1,0.5759,0.5583,1.0152,1.1981,0.9559,0.8885,1.7040,1.2954,1.1896,1.0063,30
LEPREL2,0.9867,0.8483,1.2924,1.4428,0.8601,0.7900,1.4185,1.0408,0.9119,0.9545,1
LEPROT,0.4104,0.5368,0.4235,0.3566,0.9894,1.1021,1.8410,1.7657,1.7803,1.6659,7
LEPROTL1,0.1818,0.1246,0.2979,0.3767,1.1561,1.1661,1.9717,1.8771,1.8286,1.9259,4
LETM1,0.3835,0.3614,0.3385,0.3524,1.4745,1.4276,2.2446,2.0491,0.7814,0.9060,564
LETM2,0.4951,0.6098,0.4948,0.6024,1.3309,1.2460,2.0660,1.6342,0.9893,1.0934,3
LETMD1,0.5776,0.5478,0.4023,0.4576,1.3185,1.4200,2.0343,1.8543,0.8301,1.0274,18
LFNG,0.5295,0.5527,0.6675,0.9002,0.9174,0.8218,1.9356,1.5618,1.4730,1.5100,1
LGALS1,0.6781,0.6589,0.5166,0.5189,1.2241,1.1549,1.6817,1.6641,1.3540,1.3922,402
LGALS12,0.8049,0.9547,0.7323,0.7866,0.9899,1.0883,1.3394,1.3360,1.6384,1.4380,2
LGALS3,1.3408,1.2758,0.8885,0.8729,0.9914,0.9493,1.2219,1.2055,1.1007,1.1344,153
LGALS3BP,0.5036,0.4603,0.5813,0.5073,0.8671,0.7987,2.0264,1.5393,1.9443,1.8242,257
LGALS8,0.4823,0.5138,0.5822,0.5623,1.1613,1.0436,1.7193,1.7489,1.4512,1.4148,29
LGALS9,0.4001,0.3598,0.4594,0.4916,1.3713,1.3822,1.6086,1.7152,1.4055,1.5218,4
LGALSL,2.8449,2.0471,0.9697,1.1244,0.7137,0.8145,0.8632,0.8836,0.9518,0.6401,5
LGMN,0.3057,0.3392,1.5808,1.5457,0.8551,0.7317,1.5609,1.1096,0.8938,0.8278,26
LGR4,0.4735,0.4983,0.4430,0.5267,1.0613,1.0160,1.5744,1.6260,1.7954,1.7174,6
LGR6,1.4975,1.5987,1.1883,1.4182,0.7887,0.8586,0.9795,0.8386,0.9844,0.8884,1
LHFPL2,0.4312,0.4417,0.4196,0.4824,1.2386,1.0743,1.8168,1.8965,1.5847,1.6091,6
LHPP,3.2335,3.0289,1.3477,1.3470,0.4816,0.5303,0.5137,0.4830,0.3652,0.4449,22
LIAS,0.4544,0.4132,0.9206,1.1693,1.3187,1.2333,1.8028,1.4591,0.6617,0.5825,26
LIFR,0.8379,0.7326,0.6165,0.5390,1.0147,0.9228,1.5648,1.4175,1.5452,1.3229,4
LIG1,1.3291,1.2397,1.6205,1.4775,0.9023,0.9049,0.8214,0.7841,0.6149,0.6149,78
LIG3,0.4662,0.4321,1.1828,1.1659,1.0876,1.1257,1.1398,1.0790,1.4313,1.3785,93
LIG4,1.1224,1.0882,1.5633,1.4471,0.8358,0.8384,0.8514,0.8177,1.0713,0.9696,25
LIMA1,0.6113,0.6620,1.3631,1.4653,1.0982,0.9731,1.0942,0.9864,0.9630,0.8778,484
LIMCH1,1.2002,1.2284,1.6454,1.5764,0.9353,0.9361,0.8813,0.9105,0.5572,0.5527,58
LIMD1,2.8181,2.2569,1.2693,1.1270,0.7430,0.7711,0.6419,0.6519,0.5031,0.5124,24
LIMK1,2.3790,2.1610,1.1067,0.9993,0.7896,0.8110,0.8651,0.8564,0.7228,0.7420,21
LIMK2,2.7098,2.4163,1.1126,1.0712,0.7979,0.8459,0.7216,0.6977,0.6392,0.6014,3
LIMS1,2.2964,1.8144,0.8906,0.8406,0.9476,0.8395,0.9708,0.9967,0.7779,0.8203,13
LIN37,0.8599,1.1081,1.9498,2.1108,0.7237,0.7185,0.5773,0.5632,0.6604,0.5764,5
LIN52,1.0774,0.9477,2.1069,2.2616,0.6303,0.6915,0.7505,0.5918,0.6154,0.5447,7
LIN54,0.5649,0.5576,2.2770,2.3010,0.7420,0.7865,0.6273,0.5870,0.5702,0.5601,14
LIN7B,0.6718,0.6894,0.8466,0.8231,1.2726,1.1772,1.4758,1.5569,0.9861,1.0263,2
LIN7C,0.7218,0.6809,0.7379,0.7563,1.1888,1.1570,1.4648,1.5312,1.1838,1.1088,49
LIN9,0.8985,0.8552,2.0435,2.0258,0.8585,0.8506,0.7526,0.7109,0.6661,0.6178,20
LINS,1.0098,0.8774,1.3549,1.1083,0.9746,1.0195,1.1210,1.2692,0.8980,0.8738,2
LIPA,0.3999,0.4473,1.1101,1.1455,0.8654,0.8509,2.0009,1.3594,1.1242,0.9907,8
LIPE,1.4080,1.1680,0.7335,0.5405,1.0934,1.1604,1.1858,1.2968,1.4078,1.2763,1
LIPG,0.9119,0.8246,0.8416,0.7416,1.1181,1.1293,1.3422,1.4341,1.3167,1.2666,5
LIPH,0.5250,0.6274,0.3853,0.4423,1.2431,1.2078,2.0359,1.7104,1.4482,1.4789,7
LIPT1,0.5176,0.4901,1.0730,1.2318,1.3331,1.3096,1.5523,1.1665,0.6936,0.7286,1
LIPT2,0.7354,0.7987,0.9788,0.9297,1.6237,1.6703,1.5216,1.1716,1.0164,0.7935,2
LLGL1,1.1759,1.1395,1.0695,1.0239,0.9174,0.9482,1.1029,1.1039,1.2060,1.1282,70
LLGL2,0.7060,0.7228,0.7423,0.7238,1.1304,1.1695,1.4977,1.5580,1.2826,1.2010,104
LLPH,0.4416,0.4926,0.4055,0.3660,1.4707,1.5333,0.7614,0.8204,2.5390,2.6485,28
LMAN1,0.5026,0.5212,0.4170,0.4050,1.0991,1.0666,1.7541,1.5474,1.9458,1.9077,244
LMAN2,0.5826,0.6324,0.5116,0.4855,1.0273,1.0331,1.6900,1.5141,1.8597,1.8617,146
LMAN2L,0.4953,0.4378,0.4237,0.3571,1.1169,1.0392,1.9605,1.6986,1.9501,1.9407,33
LMBR1L,1.6344,1.7300,1.2639,1.6346,0.5369,0.9097,1.1354,1.1160,0.8405,0.9969,2
LMBRD1,0.6501,0.7358,0.4206,0.4541,0.8877,1.0297,1.7825,1.4758,2.0367,1.9759,2
LMBRD2,0.6759,0.6580,0.4356,0.4069,1.0035,1.0626,1.6126,1.5958,2.2032,2.0175,19
LMCD1,2.9853,2.7316,1.2694,1.1541,0.6166,0.6489,0.5294,0.5586,0.4657,0.4481,25
LMF1,0.2658,0.2708,0.2296,0.1573,1.1052,1.2619,2.1669,1.9625,1.8977,1.9392,2
LMF2,0.4775,0.6016,0.3862,0.4163,1.2875,1.2154,2.1295,1.8968,1.4124,1.5250,9
LMLN,0.2609,1.0043,0.6806,0.9136,1.1160,1.0441,1.7717,1.6156,1.1591,1.1085,2
LMNA,0.4612,0.4624,0.8170,0.9430,2.0464,2.1605,0.9369,1.0240,0.4893,0.5361,1560
LMNB1,0.4068,0.3937,0.5015,0.5332,2.1276,2.2452,1.1259,1.3056,0.6038,0.7101,749
LMNB2,0.4927,0.5233,0.5247,0.5731,1.9845,2.1335,1.1467,1.2918,0.6461,0.7219,407
LMO7,0.6050,0.5997,1.3753,1.3630,1.1942,1.1552,1.0746,1.1100,0.7656,0.7851,375
LMTK2,0.3889,0.3126,0.4961,0.4944,0.9532,1.0060,1.3855,1.4932,2.4872,2.3073,65
LNPEP,0.4561,0.4774,0.4021,0.4034,1.0204,1.0169,1.6459,1.5298,2.1509,2.0447,135
LNX1,0.9136,0.9387,1.1894,1.1933,0.9853,1.0456,1.1143,1.1097,0.9988,1.0840,3
LNX2,2.2573,1.9546,1.1070,1.0925,0.7353,0.7073,1.1106,0.9376,0.8720,0.8932,7
LOH12CR1,0.8278,0.8109,0.7361,0.7769,0.9035,0.8010,1.6235,1.3709,1.6981,1.5030,25
LONP1,0.4014,0.3866,0.8638,1.0379,1.3562,1.2459,1.8995,1.4382,0.6636,0.6821,250
LONP2,0.4817,0.4502,0.4750,0.5437,1.1002,1.0708,2.0924,1.7703,1.4134,1.3856,42
LONRF3,0.7523,0.6928,1.1045,1.0807,1.1893,1.1457,1.0375,1.0010,1.3502,1.4087,2
LOR,0.5409,0.5036,0.3780,0.3223,1.7560,1.5096,1.0839,0.8100,2.6968,1.7091,1
LOX,0.1303,0.2727,0.8385,0.7313,0.8758,1.0247,1.7663,1.5560,1.5244,2.1654,1
LOXHD1,1.3101,1.0358,1.5453,0.9037,1.0991,1.0503,1.5110,1.5989,1.1335,0.9544,3
LOXL2,0.3469,0.3617,1.0006,1.1237,0.8760,0.8723,1.5113,1.2028,1.6183,1.5985,25
LPA,0.9211,0.9015,0.8795,0.9230,1.0629,1.0790,1.2215,0.9676,1.0634,1.0302,3
LPAR2,0.7743,0.6518,0.6767,0.6988,1.1703,1.2623,1.4084,1.4097,1.3322,1.5388,1
LPCAT1,0.4303,0.4012,0.4068,0.3703,1.1453,1.1716,1.8571,1.7346,1.8060,1.7593,185
LPCAT2,0.4706,0.4164,0.4432,0.4767,1.1584,1.1205,1.9081,1.7059,1.5776,1.5999,35
LPCAT4,0.2869,0.2812,0.3171,0.3221,1.2351,1.1360,2.0641,1.7788,1.6230,1.7035,26
LPGAT1,0.4564,0.3720,0.4618,0.5584,1.1615,1.1790,1.7727,1.7576,1.5474,1.6498,8
LPHN1,0.6830,0.7565,0.6639,0.6520,1.0542,1.0401,1.6642,1.7174,1.2912,1.3512,2
LPIN1,2.1172,1.8791,1.1198,1.0488,0.8621,0.8207,0.8996,0.8633,0.7583,0.7672,29
LPIN2,1.9542,2.0159,1.0618,1.0615,0.8501,0.8348,0.8402,0.9145,0.9379,0.8335,14
LPIN3,2.1880,2.0358,1.0642,0.9222,0.8085,0.9828,0.8545,0.8920,0.7022,0.8096,16
LPP,2.7489,2.5910,1.1872,1.1693,0.6894,0.7264,0.6635,0.6351,0.5433,0.5426,170
LRBA,1.8052,1.7535,1.1776,1.0164,0.9493,0.8727,0.9221,0.9181,0.8335,0.7796,327
LRCH1,1.6578,1.6268,1.2590,1.0754,0.8570,0.9229,0.9146,0.9565,0.8754,0.8295,27
LRCH2,1.6024,1.3947,1.0570,1.0473,0.9473,0.9466,1.0560,1.0072,0.9012,0.8325,22
LRCH3,2.0241,1.9088,1.0749,0.9764,0.9162,0.9708,0.8855,0.9531,0.8511,0.8346,31
LRCH4,0.5504,0.5622,0.7449,0.7733,1.1318,1.1717,1.3211,1.3824,1.5429,1.5895,38
LRFN1,0.8754,0.5202,0.6241,0.6403,1.1900,1.2322,1.6194,1.8274,1.4072,1.3980,3
LRG1,0.7831,0.7726,0.8456,1.0647,0.8952,0.8566,1.2159,1.0492,1.7207,1.6925,20
LRIF1,0.4701,0.3878,0.7873,0.8280,1.9323,2.1551,0.9535,1.1711,0.5513,0.6836,35
LRIG2,0.5181,0.6603,0.5954,0.5668,1.1019,1.1476,1.6656,1.5720,1.4525,1.5854,12
LRIG3,0.5651,0.5287,0.5042,0.5364,1.2149,1.1296,1.7084,1.5866,1.4739,1.4054,13
LRP1,0.4952,0.5578,0.5336,0.6013,0.9983,1.0473,1.5048,1.5014,1.9269,1.7840,46
LRP10,0.4687,0.5188,0.5361,0.5470,1.0118,1.0608,1.8142,1.6011,1.6580,1.6905,24
LRP11,0.5577,0.7371,0.5080,0.6282,1.0635,0.9564,1.7280,1.5326,1.6469,1.5632,5
LRP12,0.7521,0.7626,0.8188,0.7595,1.1091,1.0628,1.5058,1.3800,1.3664,1.3446,8
LRP4,1.9669,1.9160,1.2942,0.6433,1.1472,1.5143,0.9909,1.3933,2.2363,1.4753,1
LRP5,0.4829,0.6822,0.5175,0.5157,1.1730,1.0947,1.7732,1.5819,1.5408,1.4888,19
LRP6,0.4370,0.4088,0.5475,0.6079,1.2119,1.1126,1.8122,1.7157,1.3320,1.2783,17
LRP8,0.3133,0.3028,0.3179,0.4097,1.1130,1.0633,1.7057,1.6973,2.2798,2.0793,42
LRPAP1,0.5596,0.5811,1.3214,1.3361,0.8825,0.7696,1.4542,1.1215,1.1451,0.9674,89
LRPPRC,0.3884,0.3971,0.7114,0.8823,1.3788,1.2728,1.9224,1.5062,0.8522,0.9334,1479
LRR1,0.8603,0.9010,1.7606,1.6680,0.8124,0.8006,0.7579,0.8124,0.9563,0.9642,11
LRRC1,0.4614,0.3840,0.4502,0.4690,1.4287,1.3250,1.7925,2.0130,1.0273,1.1325,29
LRRC14,2.0985,1.5866,1.7709,1.4929,0.6973,0.6388,0.6923,0.6492,0.5764,0.7010,1
LRRC16A,2.2606,2.0280,0.8817,0.8546,0.8585,0.8848,1.0010,1.0092,0.8315,0.8506,109
LRRC20,3.3040,2.9489,1.1741,1.2094,0.5520,0.6092,0.5661,0.5789,0.4720,0.6157,15
LRRC28,1.2384,1.5030,0.8941,0.9247,1.2114,0.9640,1.1320,1.2814,1.0253,0.7708,1
LRRC40,1.9708,1.8344,0.8339,0.7735,1.0931,1.1303,1.0107,1.0338,0.6719,0.7100,70
LRRC41,0.9272,0.8848,1.8156,1.8285,0.8500,0.8823,0.7581,0.7506,0.6972,0.6940,33
LRRC42,1.6413,1.4000,1.3092,1.2388,0.9590,0.9531,1.0580,0.9012,0.7725,0.7498,10
LRRC45,1.6882,1.5677,1.0096,1.0129,1.0020,0.9870,1.0972,1.1008,0.7091,0.6753,8
LRRC47,2.3735,2.1498,1.5325,1.4702,0.6442,0.6512,0.6148,0.5823,0.6560,0.6141,101
LRRC57,1.3494,1.2017,0.6794,0.5956,1.1134,1.1949,1.3610,1.3674,1.1426,1.1290,26
LRRC58,2.8951,2.5016,0.8578,1.0134,0.6550,0.9713,0.9750,0.7992,0.5305,0.5348,2
LRRC59,0.4939,0.4788,0.3954,0.3754,1.1380,1.1107,1.9921,1.7216,1.5947,1.6062,294
LRRC8A,0.4698,0.5151,0.4583,0.4494,1.3626,1.2496,1.7316,1.8219,1.1412,1.2763,71
LRRC8B,0.5323,0.4696,0.4676,0.4249,1.3229,1.2198,1.7405,1.7722,1.3426,1.4527,25
LRRC8C,0.5460,0.5946,0.5192,0.4246,1.3369,1.1480,1.8476,1.8244,1.2690,1.4205,22
LRRC8D,0.3658,0.3818,0.3441,0.3247,1.4111,1.2813,1.9040,1.9507,1.2617,1.4406,40
LRRC8E,0.2658,0.3142,0.3534,0.3949,1.3291,1.2691,1.8626,1.9412,1.3186,1.3842,41
LRRCC1,0.8305,0.6976,0.9657,1.0075,1.1219,1.4012,1.1299,1.1126,1.3945,1.1773,2
LRRFIP1,2.7459,2.6746,1.5215,1.4862,0.5176,0.5224,0.4941,0.4553,0.5929,0.5238,256
